EpochTime,181.feed_4956.humidity,181.feed_4956.particle_concentration,181.feed_4956.particle_count,181.feed_4956.raw_particles,181.feed_4956.temperature
1435794700,52,5.6,139,9,20.3
1435794760,52,5.1,126,4,20.3
1435794820,52,4.8,119,12,20.3
1435794880,52,4.7,118,16,20.3
1435794940,52,4.6,115,7,20.4
1435795000,52,4.3,107,4,20.5
1435795060,52,4.2,106,21,20.5
1435795120,52,4.3,107,6,20.5
1435795180,52,3.8,96,1,20.6
1435795240,52,3.7,92,5,20.6
1435795300,52,3.6,90,6,20.6
1435795360,53,3.4,86,5,20.6
1435795420,53,3.9,98,21,20.6
1435795480,53,4.1,102,10,20.6
1435795540,52,3.9,98,4,20.6
1435795600,52,4.1,103,22,20.7
1435795660,53,4.1,104,4,20.7
1435795720,53,4.1,103,28,20.6
1435795780,53,4.7,118,21,20.7
1435795840,53,5.1,128,9,20.7
1435795900,53,4.9,122,6,20.7
1435795960,53,4.7,118,31,20.7
1435796020,53,5.7,142,15,20.7
1435796080,53,5.4,134,14,20.7
1435796140,53,5.3,133,3,20.7
1435796200,53,5.5,137,34,20.7
1435796260,53,6.3,157,17,20.7
1435796320,53,5.9,146,9,20.7
1435796380,53,5.3,132,5,20.7
1435796440,53,5.3,133,22,20.7
1435796500,53,5.5,136,10,20.8
1435796560,53,5.6,139,41,20.8
1435796620,53,6.1,150,6,20.8
1435796680,53,6.1,152,22,20.8
1435796740,53,6.1,151,15,20.8
1435796800,53,6,149,26,20.8
1435796860,52,6.4,158,18,20.7
1435796920,52,6,148,6,20.7
1435796980,52,5.7,141,22,20.6
1435797040,51,5.9,146,10,20.4
1435797100,51,5.9,146,18,20.3
1435797160,51,5.6,138,9,20.3
1435797220,51,5.3,133,12,20.1
1435797280,51,5.1,128,11,20
1435797340,51,5.1,128,25,20
1435797400,51,5.6,138,10,19.8
1435797460,50,5.3,131,7,19.7
1435797520,50,5,123,13,19.7
1435797580,50,4.8,119,7,19.6
1435797640,50,4.5,113,14,19.5
1435797700,50,4.2,105,7,19.5
1435797760,50,4.4,111,18,19.4
1435797820,50,4.1,103,5,19.4
1435797880,50,3.8,97,5,19.3
1435797940,50,3.7,94,5,19.2
1435798000,50,3.7,93,13,19.1
1435798060,50,4.2,103,14,19
1435798120,50,4,100,10,18.9
1435798180,50,3.9,99,6,18.9
1435798240,50,3.8,96,3,18.9
1435798300,50,3.8,96,12,18.9
1435798360,50,3.9,98,12,18.8
1435798420,50,3.9,98,6,18.8
1435798480,50,4,101,13,18.7
1435798540,50,4,99,5,18.7
1435798600,50,4,100,9,18.6
1435798660,50,4.2,105,17,18.5
1435798720,50,4.1,101,7,18.5
1435798780,50,4.1,102,16,18.5
1435798840,50,4,100,8,18.4
1435798900,50,3.9,98,8,18.4
1435798960,50,3.8,94,1,18.3
1435799020,50,3.8,95,12,18.3
1435799080,50,3.7,93,0,18.4
1435799140,50,3.4,85,2,18.4
1435799200,50,3.1,77,3,18.5
1435799260,51,3.2,81,15,18.6
1435799320,51,3.5,89,16,18.8
1435799380,50,3.6,91,3,18.8
1435799440,51,3.5,87,4,18.9
1435799500,50,3.4,86,12,18.9
1435799560,51,3.6,90,5,19
1435799620,51,3.5,87,6,19.1
1435799680,51,3.7,93,12,19.2
1435799740,51,3.9,97,9,19.3
1435799800,51,3.7,93,4,19.4
1435799860,51,3.7,92,16,19.4
1435799920,51,4,101,11,19.5
1435799980,51,4,99,8,19.5
1435800040,51,3.7,93,3,19.5
1435800100,51,3.6,90,10,19.6
1435800160,51,3.7,92,9,19.6
1435800220,51,3.7,93,4,19.6
1435800280,51,3.9,98,13,19.7
1435800340,51,3.9,98,8,19.7
1435800400,51,3.8,96,10,19.7
1435800460,51,3.8,94,1,19.7
1435800520,51,3.8,96,15,19.8
1435800580,51,4.2,104,18,19.9
1435800640,51,4.1,102,4,20
1435800700,51,3.9,98,11,20
1435800760,51,4,99,12,20
1435800820,51,4,99,4,20
1435800880,51,3.8,96,11,20.1
1435800940,51,3.9,98,9,20.1
1435801000,51,3.9,97,4,20.1
1435801060,51,4.3,106,26,20.1
1435801120,51,4.4,109,7,20.1
1435801180,51,4,100,7,20.1
1435801240,51,3.8,95,3,20.1
1435801300,51,3.5,88,1,20.2
1435801360,51,3.2,81,4,20.2
1435801420,51,3.3,84,12,20.2
1435801480,52,3.3,84,3,20.3
1435801540,51,3.2,81,4,20.3
1435801600,51,3.7,93,23,20.3
1435801660,51,3.9,98,8,20.3
1435801720,52,3.9,97,3,20.3
1435801780,52,3.6,90,2,20.3
1435801840,52,3.5,87,9,20.4
1435801900,52,3.5,88,14,20.4
1435801960,52,3.7,92,4,20.4
1435802020,52,3.7,92,11,20.4
1435802080,52,3.6,90,5,20.5
1435802140,52,3.6,90,4,20.5
1435802200,52,3.4,86,5,20.5
1435802260,52,3.5,88,11,20.6
1435802320,52,3.8,94,15,20.6
1435802380,52,3.8,96,0,20.6
1435802440,52,3.7,93,9,20.6
1435802500,52,3.6,89,2,20.6
1435802560,52,3.7,92,14,20.6
1435802620,52,3.9,97,8,20.6
1435802680,52,4.1,102,23,20.6
1435802740,52,4.8,119,12,20.7
1435802800,52,4.3,107,2,20.7
1435802860,53,4.4,109,18,20.7
1435802920,53,4.3,107,22,20.8
1435802980,53,4.4,110,8,20.8
1435803040,53,4.5,112,22,20.8
1435803100,53,6.4,159,65,20.8
1435803160,53,10.2,253,120,20.9
1435803220,53,12.5,308,73,20.9
1435803280,53,14.1,346,125,21
1435803340,54,16.4,404,70,21.1
1435803400,54,16.2,400,66,21.1
1435803460,54,15.4,379,60,21.2
1435803520,54,14.6,360,63,21.2
1435803580,54,14.3,354,29,21.1
1435803640,53,13,321,21,20.9
1435803700,53,12.5,308,58,20.8
1435803760,53,13.5,334,112,20.7
1435803820,53,14.4,354,55,20.5
1435803880,52,13.3,329,22,20.3
1435803940,52,11.9,295,27,20.2
1435804000,52,11,273,32,20.1
1435804060,52,10.3,254,25,20
1435804120,53,9.9,244,26,19.9
1435804180,53,9.3,229,20,19.9
1435804240,53,8.4,208,16,19.9
1435804300,54,7.8,194,28,20
1435804360,54,14.3,353,964,20.1
1435804420,54,47.5,1166,4324,20.2
1435804480,54,84.7,2078,6367,20.3
1435804540,54,121.9,2990,6964,20.4
1435804600,53,159.1,3902,6765,20.6
1435804660,54,196.4,4814,6844,20.7
1435804720,54,233.6,5726,6724,20.7
1435804780,54,270.8,6638,6677,20.8
1435804840,54,308,7550,6715,20.9
1435804900,56,345.2,8462,6963,21.1
1435804960,57,382.4,9374,7188,21.2
1435805020,57,419.6,10286,7076,21.2
1435805080,56,456.8,11198,6858,21.2
1435805140,55,493.1,12087,6679,21.1
1435805200,55,524.6,12860,6298,20.9
1435805260,55,538.8,13209,5932,20.8
1435805320,55,538.1,13191,5819,20.8
1435805380,54,528.5,12955,5584,20.7
1435805440,54,511.4,12537,5113,20.7
1435805500,56,487.5,11950,5043,20.6
1435805560,57,471.4,11556,4931,20.4
1435805620,57,458.1,11229,4830,20.3
1435805680,58,439.4,10772,4461,20.3
1435805740,58,419.2,10276,4317,20.3
1435805800,58,404.1,9907,4036,20.2
1435805860,59,377.5,9254,3779,20.2
1435805920,59,351.4,8616,3438,20.2
1435805980,59,326.2,7997,3201,20.1
1435806040,59,306.4,7511,3208,20.1
1435806100,59,288.3,7068,2776,20.1
1435806160,60,266.8,6541,2545,20.1
1435806220,60,242.9,5955,2382,20.1
1435806280,60,224.9,5514,2226,20.1
1435806340,60,208.3,5107,2051,20.1
1435806400,60,192.6,4722,2003,20.1
1435806460,60,182.3,4469,1874,20.1
1435806520,60,167.8,4115,1600,20.1
1435806580,60,150.8,3698,1347,20.1
1435806640,60,139.3,3416,1449,20.1
1435806700,60,125.5,3079,1092,20.1
1435806760,60,111.3,2729,1114,20.1
1435806820,60,102.6,2518,948,20
1435806880,60,96.2,2361,1038,20.1
1435806940,60,88.7,2175,865,20
1435807000,60,80.2,1968,643,20
1435807060,60,72.4,1777,700,20.1
1435807120,60,67.3,1650,657,20.1
1435807180,60,61.9,1519,629,20.1
1435807240,60,57.3,1406,440,20.1
1435807300,60,50.6,1241,447,20.1
1435807360,59,46.5,1142,468,20.1
1435807420,60,43.8,1074,313,20.1
1435807480,59,39.1,959,388,20.1
1435807540,60,37.9,930,360,20.1
1435807600,59,34.4,846,248,20.1
1435807660,59,31.2,767,259,20.1
1435807720,59,27.9,687,176,20.1
1435807780,59,26.5,651,212,20.1
1435807840,59,23.8,585,161,20.1
1435807900,59,22.2,547,136,20.2
1435807960,59,19.9,489,112,20.2
1435808020,59,19,469,139,20.2
1435808080,59,19.1,470,152,20.2
1435808140,59,18.8,463,121,20.2
1435808200,59,18.6,457,135,20.2
1435808260,59,18.7,461,90,20.2
1435808320,59,16.6,409,88,20.2
1435808380,59,16,394,93,20.2
1435808440,59,15.4,379,82,20.2
1435808500,59,15.5,381,100,20.2
1435808560,59,14.7,361,59,20.2
1435808620,59,13.6,336,58,20.3
1435808680,59,12.4,305,40,20.3
1435808740,59,11.5,285,47,20.3
1435808800,59,11.8,292,58,20.3
1435808860,59,10.9,270,36,20.3
1435808920,59,10.1,249,33,20.3
1435808980,59,9.9,246,54,20.3
1435809040,59,10.3,253,42,20.3
1435809100,59,9.8,241,31,20.3
1435809160,59,9.2,227,38,20.3
1435809220,59,8.9,219,24,20.3
1435809280,59,8.4,208,38,20.3
1435809340,59,8.5,210,47,20.3
1435809400,59,8.8,217,30,20.3
1435809460,59,8.3,204,33,20.3
1435809520,59,7.8,192,20,20.3
1435809580,59,7.7,190,29,20.3
1435809640,59,7.2,178,19,20.3
1435809700,59,6.8,168,40,20.4
