EpochTime,181.feed_4957.humidity,181.feed_4957.particle_concentration,181.feed_4957.particle_count,181.feed_4957.raw_particles,181.feed_4957.temperature
1435683084,49,4.2,106,8,18
1435683144,49,4.5,113,23,18.1
1435683204,49,4.8,119,13,18.2
1435683264,49,5.4,136,41,18.2
1435683324,49,7.2,179,40,18.1
1435683384,50,9.4,233,105,18
1435683444,50,12.7,312,117,18
1435683504,50,15.1,371,165,17.9
1435683564,50,20.6,506,233,17.8
1435683624,51,26.1,642,264,17.8
1435683684,51,27.3,672,272,17.8
1435683744,51,30,737,261,17.8
1435683804,51,28.1,690,165,17.9
1435683864,51,32.3,794,473,17.9
1435683924,52,33.9,832,220,17.9
1435683984,51,33.3,819,223,18
1435684044,51,29.9,735,165,18
1435684104,51,27.2,668,148,18
1435684164,51,25.1,617,191,18
1435684224,51,24.5,603,124,18.1
1435684284,51,21.9,539,90,18.1
1435684344,52,20.8,512,119,18.2
1435684404,52,19.7,485,87,18.1
1435684464,51,19,469,88,18.2
1435684524,51,17.9,442,39,18.2
1435684584,50,15.5,383,29,18.2
1435684644,50,14.1,348,56,18.2
1435684704,50,12.7,312,28,18.1
1435684764,49,11.6,286,36,18
1435684824,49,11.4,281,113,18
1435684884,49,25.7,632,690,18
1435684944,49,53.4,1310,1253,17.9
1435685004,49,85.5,2097,2155,17.8
1435685064,49,123.8,3036,4234,17.8
1435685124,49,162.9,3996,5110,17.7
1435685184,49,202.1,4956,5012,17.7
1435685244,49,241.3,5916,4772,17.6
1435685304,49,279.6,6854,4222,17.6
1435685364,49,306.4,7511,3607,17.6
1435685424,49,311.1,7627,3169,17.5
1435685484,49,298.4,7317,2784,17.4
1435685544,49,270.2,6626,2300,17.3
1435685604,49,243.4,5968,2285,17.3
1435685664,49,224.6,5508,1965,17.3
1435685724,49,202,4952,1866,17.2
1435685784,49,186.6,4576,1683,17.2
1435685844,49,166.5,4083,1464,17.2
1435685904,49,151.6,3718,1348,17.1
1435685964,48,138.5,3397,1346,17.2
1435686024,48,128.5,3151,1195,17.1
1435686084,49,119.3,2927,1090,17.1
1435686144,48,111.4,2733,1056,17
1435686204,48,104.4,2561,1038,17
1435686264,48,95.8,2351,867,17
1435686324,48,85.7,2102,748,17
1435686384,48,78.8,1934,734,17
1435686444,48,74.1,1819,684,16.9
1435686504,48,66,1620,560,17
1435686564,48,62.8,1540,589,17
1435686624,48,58.3,1431,567,16.9
1435686684,48,56.6,1389,514,16.9
1435686744,48,55.3,1356,568,16.9
1435686804,48,53.3,1308,504,16.9
1435686864,48,51.4,1261,525,16.9
1435686924,48,48.1,1180,434,17
1435686984,48,45.8,1124,474,17
1435687044,48,44.7,1097,399,16.9
1435687104,48,44,1081,446,16.9
1435687164,49,42.7,1048,360,17
1435687224,49,39.9,980,360,17
1435687284,50,38.2,937,360,17
1435687344,50,36.5,896,283,17
1435687404,50,33.6,826,280,17
1435687464,50,31.8,781,266,17.1
1435687524,49,28.5,700,219,17.1
1435687584,49,28,687,270,17.2
1435687644,48,27.1,665,207,17.2
1435687704,48,27.1,665,273,17.2
1435687764,48,27.3,671,223,17.2
1435687824,48,26.1,641,207,17.2
1435687884,48,24.1,594,166,17.2
1435687944,49,23.5,578,180,17.2
1435688004,49,22.9,564,170,17.1
1435688064,50,22.7,557,187,17.1
1435688124,50,23.3,574,190,17.1
1435688184,50,22.6,557,148,17.2
1435688244,50,20.1,495,117,17.2
1435688304,49,18.2,448,102,17.2
1435688364,49,16.7,412,100,17.2
1435688424,49,17.1,421,147,17.2
1435688484,48,17.5,430,125,17.2
1435688544,48,16.6,409,85,17.2
1435688604,48,15.9,392,83,17.2
1435688664,48,15,370,98,17.2
1435688724,48,14.4,356,83,17.2
1435688784,49,15.3,376,115,17.2
1435688844,49,15.2,373,88,17.1
1435688904,50,15,369,109,17.1
1435688964,50,15,370,80,17.2
1435689024,50,14.6,360,70,17.2
1435689084,49,12.9,317,70,17.2
1435689144,49,13,321,60,17.2
1435689204,49,11.8,291,52,17.2
1435689264,48,11.8,291,73,17.2
1435689324,49,12.4,305,89,17.1
1435689384,49,15.3,376,163,17.1
1435689444,50,17.6,433,122,17.1
1435689504,50,20.9,513,248,17.1
1435689564,50,22.5,554,115,17.1
1435689624,50,20.6,508,97,17.1
1435689684,50,18.9,466,86,17.2
1435689744,49,17.9,441,69,17.2
1435689804,49,16.3,402,68,17.2
1435689864,49,14.8,364,31,17.2
1435689924,48,13.2,325,50,17.2
1435689984,48,12.5,309,59,17.2
1435690044,48,12.6,311,117,17.1
1435690104,48,17.4,428,160,17.1
1435690164,48,19,468,108,17.1
1435690224,48,17.9,440,45,17.1
1435690284,49,16.6,409,69,17.1
1435690344,49,16.7,410,113,17.1
1435690404,50,16.2,398,67,17.2
1435690464,50,15.1,373,40,17.1
1435690524,50,13,320,37,17.1
1435690584,50,11.5,283,37,17.1
1435690644,49,10.8,267,31,17.2
1435690704,49,10.6,262,29,17.1
1435690764,49,9.5,236,14,17.1
1435690824,48,8.7,215,22,17.1
1435690884,49,8.2,203,32,17.1
1435690944,49,8.1,201,24,17.1
1435691004,49,7.9,194,11,17.1
1435691064,50,7.2,179,29,17.1
1435691124,50,7.2,179,15,17.1
1435691184,50,6.7,167,24,17.1
1435691244,49,6.5,162,17,17.2
1435691304,49,6.4,159,24,17.2
1435691364,49,6.1,151,8,17.2
1435691424,49,5.6,138,8,17.1
1435691484,49,5.4,135,20,17.1
1435691544,49,5.2,129,4,17.1
1435691604,49,4.8,120,14,17.1
1435691664,50,4.8,119,12,17.1
1435691724,50,4.3,106,1,17.1
1435691784,50,4,101,8,17.1
1435691844,50,3.9,98,4,17.1
1435691904,49,3.9,97,8,17.1
1435691964,49,3.9,98,6,17.1
1435692024,49,3.7,93,6,17.1
1435692084,49,3.6,90,8,17.1
1435692144,49,3.7,92,15,17.1
1435692204,50,4.1,103,9,17.1
1435692264,50,4.2,105,13,17.1
1435692324,50,4.4,109,14,17.1
1435692384,50,4.3,106,11,17.1
1435692444,49,4.2,104,7,17.1
1435692504,49,4.2,104,9,17.1
1435692564,49,4.2,105,11,17.1
1435692624,49,4,101,5,17.1
1435692684,49,4,100,9,17.1
1435692744,50,3.9,97,5,17.1
1435692804,50,3.8,95,9,17.1
1435692864,50,3.9,97,6,17.1
1435692924,50,3.8,94,5,17.2
1435692984,50,3.6,90,4,17.2
1435693044,49,3.7,92,9,17.2
1435693104,49,3.4,85,5,17.1
1435693164,48,3.5,88,12,17.1
1435693224,48,3.7,92,2,17.1
1435693284,49,3.4,87,8,17.1
1435693344,49,3.5,88,2,17
1435693404,50,3.2,80,0,17
1435693464,50,2.9,73,6,17
1435693524,50,2.7,69,2,17
1435693584,50,2.5,63,3,17
1435693644,49,2.2,55,0,17
1435693704,49,2.1,52,9,17
1435693764,49,2,52,2,17.1
1435693824,49,1.7,44,0,17
1435693884,48,1.6,40,7,17
1435693944,49,1.8,46,18,17.1
1435694004,50,2.7,68,13,17
1435694064,50,3.1,77,10,17
1435694124,51,3,75,7,17
1435694184,50,4.1,102,40,17.1
1435694244,50,5.1,128,16,17.1
1435694304,50,5.2,128,27,17.1
1435694364,49,6.7,165,47,17.1
1435694424,49,8.5,211,56,17.1
1435694484,49,9,222,49,17.1
1435694544,50,9.9,244,18,17.1
1435694604,51,9.2,228,34,17.1
1435694664,53,8.8,217,28,17.1
1435694724,53,9.2,226,27,17.1
1435694784,54,9.9,246,50,17.2
1435694844,55,10,246,22,17.2
1435694904,55,9.7,241,35,17.3
1435694964,56,9.1,225,10,17.5
1435695024,57,8.8,218,30,17.5
1435695084,58,8.5,210,19,17.6
1435695144,60,8.2,204,29,17.7
1435695204,59,8.1,201,14,17.8
1435695264,59,7.9,195,31,18
1435695324,59,8.5,210,48,18
1435695384,60,8.6,212,17,18.1
1435695444,60,7.7,192,11,18.1
1435695504,60,7.2,178,13,18.2
1435695564,61,6.5,162,10,18.3
1435695624,62,6.1,152,22,18.3
1435695684,62,6.4,159,15,18.4
1435695744,62,6.6,163,26,18.4
1435695804,62,6.6,163,24,18.5
1435695864,62,7,174,26,18.5
1435695924,62,6.9,171,16,18.6
1435695984,63,6.4,158,10,18.7
1435696044,63,6.4,158,23,18.7
1435696104,63,6.2,154,8,18.8
1435696164,63,5.8,144,10,18.8
1435696224,63,5.5,138,12,18.8
1435696284,63,6,150,44,18.9
1435696344,62,6.7,166,13,19
1435696404,63,6.6,165,25,19
1435696464,63,6.6,165,20,19
1435696524,63,6.4,160,20,19.1
1435696584,63,7.7,190,51,19.1
1435696644,62,8,199,15,19.1
1435696704,63,7.6,188,23,19.2
1435696764,62,8,198,17,19.4
1435696824,63,7.8,194,26,19.4
1435696884,62,8.3,206,45,19.4
1435696944,62,9.7,240,67,19.4
1435697004,63,11.4,281,74,19.4
1435697064,63,12.5,308,61,19.4
1435697124,63,13.6,335,81,19.5
1435697184,63,13.8,340,45,19.5
1435697244,63,13.8,340,51,19.5
1435697304,63,12.7,314,29,19.5
1435697364,63,11.4,282,22,19.5
1435697424,63,11.1,275,39,19.6
1435697484,63,11.2,276,54,19.6
1435697544,63,11.7,288,57,19.6
1435697604,63,11.6,287,48,19.6
1435697664,63,11.8,290,70,19.6
1435697724,63,12.9,319,83,19.7
1435697784,63,13.7,337,80,19.6
1435697844,63,13.8,340,87,19.7
1435697904,63,14.4,356,86,19.7
1435697964,63,13.4,330,52,19.7
1435698024,63,13,320,75,19.7
1435698084,63,13.1,323,68,19.7
1435698144,63,13.1,323,60,19.8
1435698204,63,12.7,312,52,19.8
1435698264,63,11.9,295,61,19.9
1435698324,63,11.8,292,60,19.9
1435698384,63,11.7,289,87,19.9
1435698444,63,12.7,312,85,19.9
1435698504,63,12.9,318,82,19.9
1435698564,63,13.7,337,88,20
1435698624,63,14.1,348,86,20
1435698684,63,14.7,362,121,20
1435698744,63,15,369,103,20
1435698804,63,15.1,371,71,20
1435698864,63,14.3,353,82,20
1435698924,63,15,370,106,20
1435698984,63,16,394,94,20.1
1435699044,63,14.8,364,56,20.1
1435699104,63,14.3,353,77,20.2
1435699164,64,14.2,350,103,20.1
1435699224,65,15.2,375,101,20.1
1435699284,65,15.1,371,80,20.1
1435699344,65,15.8,388,118,20.1
1435699404,64,15.8,390,120,20.1
1435699464,65,15.3,378,85,20.2
1435699524,65,16.3,401,140,20.2
1435699584,65,16.9,417,120,20.2
1435699644,65,17.2,424,113,20.2
1435699704,65,17.7,435,148,20.1
1435699764,65,18.4,454,143,20.1
1435699824,65,19.3,476,184,20.2
1435699884,65,20.2,497,140,20.2
1435699944,65,21.3,524,187,20.2
1435700004,65,21.9,539,205,20.1
1435700064,65,22.4,552,181,20.2
1435700124,65,22.8,561,188,20.2
1435700184,65,21.4,527,122,20.2
1435700244,65,20.6,507,145,20.2
1435700304,65,19.5,481,131,20.2
1435700364,66,19.1,471,104,20.2
1435700424,66,18,444,85,20.2
1435700484,66,16.5,408,91,20.2
1435700544,66,17,418,101,20.2
1435700604,65,16.3,400,91,20.2
1435700664,66,15.6,385,96,20.2
1435700724,66,15,370,82,20.2
1435700784,66,14.2,351,39,20.2
1435700844,66,13,321,63,20.2
1435700904,66,12.3,303,52,20.2
1435700964,66,11.7,288,46,20.2
1435701024,66,10.6,262,26,20.2
1435701084,66,9.4,233,28,20.3
1435701144,66,9.2,227,42,20.3
1435701204,66,9.1,225,39,20.2
1435701264,66,8.6,213,33,20.2
1435701324,66,8.4,208,21,20.2
1435701384,66,8.3,206,35,20.2
1435701444,66,7.8,193,17,20.2
1435701504,66,8.1,199,47,20.2
1435701564,66,8.7,215,38,20.2
1435701624,66,8.5,211,28,20.2
1435701684,66,8.4,207,25,20.2
1435701744,66,8.6,212,48,20.2
1435701804,66,8.5,211,20,20.2
1435701864,66,8.4,208,18,20.2
1435701924,66,7.9,195,14,20.2
1435701984,65,7.5,185,15,20.2
1435702044,66,7,175,23,20.2
1435702104,65,6.7,166,19,20.2
1435702164,66,6.9,170,38,20.2
1435702224,66,7.4,182,17,20.2
1435702284,66,7.1,176,24,20.2
1435702344,66,6.9,171,13,20.2
1435702404,66,6.3,155,4,20.2
1435702464,66,6,148,19,20.2
1435702524,66,6.1,152,21,20.2
1435702584,66,6.6,164,29,20.2
1435702644,67,6.6,164,18,20.2
1435702704,67,7,173,39,20.1
1435702764,65,7.4,184,28,20
1435702824,65,9.8,241,95,19.8
1435702884,64,11.1,275,53,19.7
1435702944,64,11.5,285,38,19.5
1435703004,64,10.6,263,27,19.5
1435703064,64,10.2,253,10,19.4
1435703124,63,9.1,226,15,19.4
1435703184,64,8.7,214,33,19.4
1435703244,64,8.7,215,26,19.4
1435703304,64,10.2,253,76,19.5
1435703364,63,10.3,254,13,19.5
1435703424,64,9.6,236,50,19.5
1435703484,64,10.3,253,29,19.5
1435703544,64,9.8,241,28,19.6
1435703604,63,10,246,38,19.7
1435703664,64,10,247,36,19.9
1435703724,63,9.6,238,36,20
1435703784,63,10.5,259,45,20.1
1435703844,63,10.5,259,90,20.2
1435703904,63,25.6,628,859,20.3
1435703964,63,51.6,1268,931,20.4
1435704024,63,70.1,1719,924,20.5
1435704084,63,75.3,1847,874,20.6
1435704144,63,80.3,1971,849,20.6
1435704204,63,81.6,2003,949,20.7
1435704264,63,85.6,2101,885,20.7
1435704324,63,85.5,2098,945,20.7
1435704384,63,89.9,2206,963,20.8
1435704444,63,84.8,2082,736,20.8
1435704504,63,76.3,1871,719,20.8
1435704564,63,70.1,1719,648,20.9
1435704624,63,64.4,1579,633,20.9
1435704684,63,65.2,1600,722,21
1435704744,63,76.6,1879,1155,21.2
1435704804,62,93.4,2291,1320,21.2
1435704864,62,117.2,2875,2147,21.2
1435704924,62,148.3,3637,2366,21.2
1435704984,62,178.8,4383,2792,21.3
1435705044,63,208.4,5110,2787,21.3
1435705104,62,225.6,5532,2846,21.3
1435705164,62,244.5,5994,2975,21.4
1435705224,62,260.2,6380,3116,21.4
1435705284,62,278.9,6838,3350,21.4
1435705344,62,294.5,7221,3373,21.4
1435705404,62,306.4,7513,3266,21.4
1435705464,62,303.3,7436,3098,21.5
1435705524,62,296.5,7268,3098,21.5
1435705584,62,284.3,6969,2662,21.5
1435705644,62,269.7,6611,2706,21.5
1435705704,62,261,6398,2626,21.5
1435705764,62,253.4,6213,2596,21.5
1435705824,62,253.8,6222,2740,21.5
1435705884,62,267.1,6548,3177,21.5
1435705944,62,281.5,6902,3356,21.6
1435706004,63,304.4,7463,3752,21.6
1435706064,63,312,7650,3288,21.5
1435706124,62,295,7232,2694,21.5
1435706184,62,263.9,6470,2241,21.5
1435706244,62,236.7,5802,2091,21.4
1435706304,61,208.5,5111,1796,21.4
1435706364,62,179.9,4410,1468,21.3
1435706424,61,158.9,3898,1471,21.2
1435706484,62,143.2,3512,1224,21.2
1435706544,62,129.5,3176,1125,21.2
1435706604,62,111.2,2727,911,21
1435706664,62,97.9,2401,845,20.9
1435706724,61,83.4,2046,633,20.9
1435706784,61,73.8,1810,628,20.9
1435706844,61,63.5,1559,531,20.8
1435706904,61,57.3,1406,510,20.8
1435706964,61,51.4,1263,431,20.8
1435707024,61,46.6,1145,391,20.8
1435707084,61,42.7,1049,340,20.7
1435707144,61,36.8,905,272,20.7
1435707204,61,32.6,800,224,20.7
1435707264,61,30.3,744,229,20.7
1435707324,61,29.1,716,220,20.7
1435707384,61,27.2,668,154,20.7
1435707444,61,24.8,610,163,20.7
1435707504,61,24,590,168,20.7
1435707564,61,22,540,120,20.6
1435707624,60,20.1,494,98,20.5
1435707684,61,17.8,437,65,20.5
1435707744,61,16.4,403,98,20.5
1435707804,61,16,393,77,20.5
1435707864,60,15.7,387,89,20.4
1435707924,60,14.9,367,60,20.5
1435707984,61,14.8,364,82,20.6
1435708044,61,15.4,380,111,20.6
1435708104,60,15.1,371,38,20.5
1435708164,60,13.8,340,35,20.5
1435708224,61,13.2,326,56,20.6
1435708284,60,13,321,68,20.6
1435708344,60,13.4,332,79,20.6
1435708404,60,13.9,343,48,20.6
1435708464,60,12.5,309,23,20.5
1435708524,60,10.9,270,16,20.6
1435708584,60,10.5,259,39,20.5
1435708644,60,9.1,226,10,20.5
1435708704,60,8.6,213,41,20.5
1435708764,60,9.6,237,44,20.4
1435708824,61,9.8,242,36,20.4
1435708884,61,9.2,228,9,20.3
1435708944,60,8.4,208,31,20.6
1435709004,60,8.6,214,27,20.5
1435709064,61,8.5,210,28,20.6
1435709124,60,8.5,210,28,20.6
1435709184,60,8.5,210,26,20.6
1435709244,60,7.8,193,8,20.6
1435709304,60,6.8,169,8,20.6
1435709364,61,6.3,157,12,20.6
1435709424,61,5.8,144,8,20.5
1435709484,60,6,149,27,20.5
1435709544,61,6.5,162,32,20.6
1435709604,61,7.5,185,43,20.6
1435709664,60,8.3,206,22,20.6
1435709724,60,7.5,187,11,20.6
1435709784,60,7.2,178,25,20.6
1435709844,60,8.2,203,66,20.6
1435709904,60,9.5,234,28,20.7
1435709964,60,9.1,226,6,20.7
1435710024,60,8,197,9,20.7
1435710084,60,8.2,202,37,20.7
1435710144,60,8.1,200,20,20.7
1435710204,60,7.9,195,26,20.7
1435710264,60,7.6,189,16,20.7
1435710324,60,7.4,183,20,20.7
1435710384,60,6.9,171,12,20.7
1435710444,60,6.3,157,21,20.7
1435710504,60,6.4,159,10,20.7
1435710564,60,6,150,9,20.7
1435710624,60,6.1,150,13,20.7
1435710684,60,6,149,22,20.7
1435710744,59,6.4,158,15,20.7
1435710804,60,6.2,153,21,20.7
1435710864,59,6.5,162,24,20.7
1435710924,60,6.2,153,4,20.7
1435710984,60,6.1,150,21,20.7
1435711044,60,6.1,150,11,20.7
1435711104,60,6.1,152,10,20.7
1435711164,60,5.9,146,15,20.7
1435711224,60,5.7,142,16,20.6
1435711284,60,5.8,144,13,20.6
1435711344,60,5.9,146,15,20.7
1435711404,60,6.3,156,29,20.6
1435711464,60,6.3,155,16,20.6
1435711524,60,6.1,152,9,20.6
1435711584,60,6,149,16,20.6
1435711644,60,6.7,165,36,20.6
1435711704,60,6.8,169,9,20.6
1435711764,60,6.6,164,22,20.6
1435711824,60,6.5,162,17,20.6
1435711884,60,6.9,170,30,20.6
1435711944,60,6.8,170,16,20.6
1435712004,60,6.5,160,23,20.5
1435712064,60,6.7,165,17,20.4
1435712124,60,6.5,160,24,20.5
1435712184,60,6.4,158,7,20.5
1435712244,60,5.8,143,9,20.6
1435712304,60,6.1,152,30,20.6
1435712364,60,6.3,155,10,20.5
1435712424,60,6.8,169,34,20.5
1435712484,61,7.9,196,47,20.3
1435712544,60,8.3,205,21,20.4
1435712604,60,8.1,201,16,20.5
1435712664,60,9,223,73,20.4
1435712724,60,9.5,233,26,20.3
1435712784,60,9.1,226,38,20.4
1435712844,60,8.9,220,20,20.2
1435712904,60,8.6,213,19,20.2
1435712964,60,7.9,195,20,20.2
1435713024,60,8.5,211,45,20.2
1435713084,60,8.6,213,12,20.2
1435713144,60,7.8,194,14,20.2
1435713204,61,7.7,191,25,20.2
1435713264,60,7.2,179,21,20.2
1435713324,60,7.4,183,14,20.2
1435713384,60,7.2,178,28,20.2
1435713444,60,8.3,205,42,20.2
1435713504,60,8.1,201,32,20.2
1435713564,60,8.7,215,27,20.2
1435713624,60,8.7,216,31,20.2
1435713684,60,8.2,203,20,20.2
1435713744,60,8.2,203,23,20.2
1435713804,60,8.1,201,26,20.2
1435713864,60,8.8,218,40,20.2
1435713924,60,8.6,212,17,20.2
1435713984,60,8.7,215,36,20.3
1435714044,60,9,222,40,20.3
1435714104,60,8.9,221,21,20.3
1435714164,60,8.3,207,18,20.3
1435714224,60,8.7,214,32,20.3
1435714284,60,8.6,213,42,20.3
1435714344,60,8.5,210,26,20.3
1435714404,60,8.7,215,39,20.2
1435714464,60,9.4,231,30,20.2
1435714524,60,8.4,208,11,20.2
1435714584,60,8,199,30,20.2
1435714644,59,8.5,210,27,20.2
1435714704,59,8.6,211,24,20.2
1435714764,59,8.2,204,30,20.2
1435714824,59,7.7,192,15,20.2
1435714884,59,7.2,177,10,20.3
1435714944,59,6.7,166,20,20.2
1435715004,59,7.1,175,35,20.2
1435715064,59,7.9,197,48,20.3
1435715124,59,8.3,205,30,20.3
1435780660,99,0.4,12,11,-3.6
1435780720,97,1.1,30,19,0.6
1435780780,93,1.8,45,19,4
1435780840,85,2.6,65,11,6.6
1435780900,77,3.2,82,23,8.5
1435780960,72,3.8,95,3,10.1
1435781020,68,3.5,88,0,11.4
1435781080,66,3.1,78,4,12.5
1435781140,64,3.4,86,12,13.3
1435781200,62,4,99,14,14.1
1435781260,61,3.9,98,0,14.8
1435781320,59,4.1,102,20,15.4
1435781380,58,4.3,106,5,15.9
1435781440,58,4,101,2,16.4
1435781500,57,4.1,102,13,16.7
1435781560,56,4.4,110,16,17.1
1435781620,56,4.2,103,4,17.4
1435781680,55,3.9,98,4,17.7
1435781740,55,3.9,98,6,18
1435781800,55,4.1,103,15,18.2
1435781860,54,4,101,0,18.4
1435781920,54,4,100,14,18.5
1435781980,54,4.2,105,11,18.7
1435782040,54,4.1,103,0,18.9
1435782100,53,4.3,108,17,19
1435782160,53,4.1,103,0,19.1
1435782220,53,3.9,99,4,19.2
1435782280,53,3.6,90,3,19.4
1435782340,53,3.5,87,10,19.4
1435782400,52,3.6,90,1,19.5
1435782460,52,3.3,82,2,19.5
1435782520,52,3,76,1,19.6
1435782580,52,2.7,68,3,19.7
1435782640,52,2.6,65,0,19.7
1435782700,52,2.2,55,0,19.7
1435782760,52,1.8,45,0,19.9
1435782820,52,1.4,36,0,19.9
1435782880,52,1,26,0,20
1435782940,52,0.7,20,2,20
1435783000,52,0.5,14,4,20.1
1435783060,52,0.4,13,3,20.1
1435783120,52,0.2,7,2,20.2
1435783180,51,0.2,7,4,20.2
1435783240,51,0,2,2,20.2
1435783300,52,0,0,0,20.2
1435783360,51,0,0,1,20.3
1435783420,51,0,1,3,20.2
1435783480,50,0,1,3,20.1
1435783540,50,0,0,0,20
1435783600,50,0,0,0,20
1435783660,50,0,0,0,19.8
1435783720,50,0,0,2,19.7
1435783780,49,0,0,2,19.7
1435783840,49,0,0,0,19.5
1435783900,49,0,1,5,19.4
1435783960,49,0.3,8,4,19.4
1435784020,49,0,1,0,19.3
1435784080,49,0,0,0,19.2
1435784140,49,0.2,6,6,19.1
1435784200,49,0,0,0,19
1435784260,49,0,0,0,19
1435784320,49,0,0,0,18.9
1435784380,49,0,0,2,18.8
1435784440,49,0,0,0,18.7
1435784500,49,0,0,0,18.5
1435784560,49,0,0,0,18.5
1435784620,48,0,0,0,18.4
1435784680,49,0,0,1,18.4
1435784740,49,0,0,0,18.3
1435784800,49,0,0,0,18.3
1435784860,48,0,0,1,18.2
1435784920,49,0,0,2,18.1
1435784980,49,0,0,0,18
1435785040,49,0,0,0,18
1435785100,48,0,0,0,17.8
1435785160,49,0,0,0,17.8
1435785220,48,0,0,0,17.7
1435785280,49,0,0,2,17.6
1435785340,48,0,0,0,17.6
1435785400,49,0,0,0,17.5
1435785460,49,0,0,0,17.5
1435785520,49,0,0,0,17.3
1435785580,48,0,0,0,17.2
1435785640,49,0,0,1,17.2
1435785700,49,0,0,0,17.2
1435785760,50,0,0,0,17.2
1435785820,50,0,0,0,17.4
1435785880,50,0,0,0,17.6
1435785940,50,0,0,0,17.7
1435786000,50,0,0,0,17.9
1435786060,50,0,0,0,18
1435786120,50,0,0,1,18.2
1435786180,50,0,0,0,18.2
1435786240,50,0,0,0,18.3
1435786300,50,0,0,0,18.4
1435786360,50,0,0,0,18.5
1435786420,50,0,0,0,18.7
1435786480,49,0,0,0,18.8
1435786540,49,0,2,6,18.8
1435786600,50,0.2,8,2,18.9
1435786660,50,0,0,0,19
1435786720,50,0,0,0,19.1
1435786780,50,0,0,0,19.1
1435786840,50,0,0,0,19.2
1435786900,50,0,0,0,19.3
1435786960,50,0.4,13,11,19.3
1435787020,50,0.2,6,0,19.4
1435787080,50,0,0,0,19.4
1435787140,50,0,0,0,19.4
1435787200,50,0,1,8,19.4
1435787260,50,0.3,9,0,19.4
1435787320,50,0,1,1,19.5
1435787380,50,0,0,3,19.5
1435787440,50,0.2,6,11,19.5
1435787500,50,0.3,10,1,19.6
1435787560,50,0,1,0,19.6
1435787620,50,0,0,1,19.6
1435787680,50,0,0,0,19.7
1435787740,50,0,0,1,19.6
1435787800,50,0,0,0,19.6
