EpochTime,181.feed_4958.count,181.feed_4958.pm1,181.feed_4958.pm10,181.feed_4958.pm2.5
1435708325,294630,17.7,25.7,19.4
1435708331,288430,17.3,23.6,20.1
1435708343,284630,17.3,22.3,19.3
1435708349,288080,17.4,33.3,21.7
1435708355,288980,17.3,24.9,21.2
1435708361,289230,17.5,39.2,19.7
1435708367,287080,17.1,21,19.4
1435708373,277970,16.4,17,16.9
1435708379,283430,16.8,32.8,18.8
1435708385,285880,17.4,23.1,20.9
1435708391,278270,17,35.1,22.3
1435708403,279230,16.4,34,18.6
1435708409,286880,16.9,33.3,20.3
1435708415,286080,17.3,22.8,20.1
1435708421,279030,16.7,22.1,18.4
1435708427,280480,16.9,30.9,19.4
1435708433,278120,16.8,20.6,18.4
1435708439,279130,16.7,21.4,19.8
1435708445,283180,17.1,22.3,19.5
1435708451,277020,16.3,30.4,18.3
1435708463,276520,16.6,19.8,18.9
1435708469,273820,16,27.5,19
1435708475,271870,16.1,24.4,19.3
1435708481,270820,16,27.7,19.7
1435708487,276070,16.4,28.2,19.1
1435708493,274620,16.1,29.1,18.8
1435708499,270220,15.7,22.6,18.2
1435708505,269270,16.3,26.8,20.6
1435708511,267620,15.9,21.3,19.3
1435708523,269320,15.9,25.4,19.4
1435708529,275570,16.2,18.9,18
1435708535,278220,16.3,22.8,20.1
1435708541,277820,16.4,23.6,19.8
1435708547,272670,16.4,30.2,18.7
1435708553,263770,15.9,23.3,19.4
1435708559,263770,15.4,20.8,18.4
1435708565,269720,15.9,23.3,17.6
1435708571,257570,15.1,22.8,19.1
1435708583,262820,15.7,21.4,17.8
1435708589,262620,15.6,24.7,18.5
1435708595,265020,15.7,20.4,18.2
1435708601,271370,15.9,20.2,19.3
1435708607,264870,15.4,23.7,19
1435708613,267820,15.8,31,19.4
1435708619,266520,16,24.2,18.5
1435708625,267020,15.5,21.7,17.1
1435708631,270520,15.9,35.1,19.1
1435708643,262970,15.3,22.3,19.4
1435708649,266320,15.7,21.4,18.6
1435708655,266370,15.4,21.8,16.9
1435708661,267970,15.6,21.1,19.1
1435708667,271620,15.9,20.6,18.7
1435708673,265070,15.7,24.6,18.1
1435708679,264370,15.2,15.9,15.8
1435708685,256370,15,17.7,16.6
1435708691,261820,15,18.9,16.7
1435708703,256920,15.5,19.8,17.9
1435708709,262120,15.1,18.6,16.9
1435708715,254920,15.3,26.5,18.6
1435708721,265020,16,25.4,21.1
1435708727,268870,15.9,18.7,17.4
1435708733,254370,14.7,20.4,17.2
1435708739,258470,14.9,20.9,16.1
1435708745,259020,15.3,26.4,20.7
1435708751,258770,15.4,22.9,17.1
1435708763,262620,15.5,23.8,19.2
1435708769,268770,15.5,21,16.9
1435708775,252470,14.6,18.4,16.7
1435708781,255320,15,19.9,16.8
1435708787,264120,15.6,23.8,19.9
1435708793,255220,14.9,22.6,17.7
1435708799,251870,14.6,28.4,16.2
1435708805,264220,15.4,21.5,17.5
1435708811,258820,15.1,20.6,17.1
1435708823,253870,14.7,19.9,16.6
1435708829,261070,15,23.4,17.3
1435708835,257670,14.9,20.3,17.6
1435708841,258620,15,18.3,16.7
1435708847,254870,14.3,18.3,15.5
1435708853,249710,14.5,15.6,15.5
1435708859,251260,14.8,15.8,15.8
1435708865,259920,15.1,16.2,16.1
1435708871,251570,14.5,17.4,15.8
1435708883,252470,14.7,24.7,17.3
1435708889,255470,15.1,28.4,17.3
1435708895,263370,15,26.4,16.1
1435708901,247210,14.3,24,16.2
1435708907,257820,15,20.9,17.9
1435708913,245660,14.1,17.2,15.9
1435708919,239910,13.7,17.8,15.5
1435708925,248610,14.2,16.9,16
1435708931,249160,14.1,16.9,15.6
1435708943,251260,14.4,15.4,15.3
1435708949,248260,14.3,20.4,16.8
1435708955,251210,14.6,18.9,16.7
1435708961,242360,14.4,21.2,18
1435708967,251820,14.6,35,16.6
1435708973,248210,14.6,18.2,16.4
1435708979,250060,14.5,18.5,17.4
1435708985,249660,14.6,17.4,15.9
1435708991,245810,14.1,18.6,15.8
1435709003,249460,14,21,17.3
1435709009,247510,14.5,20.4,17.4
1435709015,243910,14.1,28.7,16.1
1435709021,249210,14.9,22.3,17.6
1435709027,247910,14.3,16.8,16.2
1435709033,251970,14.8,19.6,16.9
1435709039,247410,14.6,15.6,15.5
1435709045,246960,14.1,20.6,17.5
1435709051,244760,14,18.5,15.2
1435709063,256320,15,18.8,16.6
1435709069,249210,14.4,16.1,15.6
1435709075,254220,14.9,25.2,16.3
1435709081,243810,14.3,21.4,17.3
1435709087,251620,14.8,15.7,15.6
1435709093,247360,14.1,14.6,14.6
1435709099,242110,13.9,16.2,15.3
1435709105,252170,14.8,18.7,16
1435709111,241710,13.8,14.7,14.6
1435709123,247610,14.5,19.3,16.6
1435709129,243260,14.2,16.6,15.7
1435709135,242360,14,23.3,15.4
1435709141,237460,13.7,17.5,14.8
1435709147,247460,14.1,19.4,16.6
1435709153,242560,13.6,21.7,15.4
1435709159,250510,14.2,16.6,15.2
1435709165,240460,13.5,18.3,15.9
1435709171,241710,13.7,14.5,14.4
1435709183,245310,13.8,17.2,14.9
1435709189,246160,14.2,17.5,16.2
1435709195,241260,13.6,16.3,15
1435709201,248210,14.4,19.4,16.2
1435709207,240810,14.1,14.9,14.8
1435709213,242560,14.3,15.7,15.6
1435709219,238260,13.9,21.8,16.3
1435709225,245960,14.1,16.9,15.7
1435709231,244160,13.7,15,14.9
1435709243,243360,14.2,17.9,15.4
1435709249,244110,13.8,14.6,14.5
1435709255,247160,14,25,14.8
1435709261,248760,14.1,16.9,16
1435709267,239110,13.4,18.5,15.2
1435709273,244910,14.2,30.1,17.9
1435709279,241710,14.1,15.2,15.1
1435709285,243310,13.9,19,16.4
1435709291,244560,13.8,18.3,16.4
1435709303,241210,13.8,24.5,14.4
1435709309,243260,13.8,18.1,15
1435709315,240560,13.7,20.6,16.2
1435709321,236210,13.6,33.6,14.7
1435709327,237660,13.5,13.6,13.6
1435709333,234260,13.3,13.8,13.7
1435709339,239260,13.5,25.2,15.3
1435709345,236010,13.5,26.9,15
1435709351,235960,13.4,15.1,14.6
1435709363,242210,13.7,17.3,15
1435709369,237860,13.2,19.7,16.4
1435709375,237960,13.3,19.8,15.2
1435709381,238510,13.6,14.4,14.3
1435709387,233860,13.2,18.8,14.5
1435709393,237160,13,13.3,13.3
1435709399,238160,13.5,14.2,14.2
1435709405,241710,13.1,15.1,14.5
1435709411,240660,13.8,26.8,15.9
1435709423,243110,14,20.2,15.4
1435709429,235460,13.4,18.6,15.7
1435709435,238760,13.4,17.5,15
1435709441,236410,13.4,17.9,15.5
1435709447,244460,14.1,17.7,16.1
1435709453,238810,13.2,15.9,13.9
1435709459,233560,13.1,13.5,13.4
1435709465,241360,13.5,17.8,14.6
1435709471,236960,13.4,13.7,13.7
1435709483,241560,14.3,18,16.2
1435709489,241810,13.6,17.1,14.9
1435709495,233260,12.9,17.6,14.9
1435709501,236110,13.5,14.6,14.5
1435709507,236110,13.2,17.3,15.4
1435709513,246260,14.1,23.2,17
1435709519,240310,13.4,14.2,14.2
1435709525,244360,13.7,19.1,16.8
1435709531,241960,13.5,24.8,14.5
1435709543,232710,13.3,27.1,16.1
1435709549,238260,13.5,17.8,14.9
1435709555,231910,13.3,18.8,16
1435709561,235960,13.3,16.4,15.3
1435709567,236060,13.3,17.1,14.5
1435709573,233210,13,25.5,14.2
1435709579,237060,13.6,25.9,14.4
1435709585,234410,13,22,15
1435709591,242210,13.6,16.3,15.1
1435709603,241610,13.5,14.2,14.2
1435709609,230060,12.7,15.7,14.4
1435709615,234710,13.3,27.6,15.1
1435709621,236510,13.2,17.8,14.8
1435709627,236510,13.3,17.6,16
1435709633,229910,13.2,23.1,16.4
1435709639,234660,13.2,13.8,13.8
1435709645,237360,13.2,19.6,16.6
1435709651,229760,12.7,12.8,12.8
1435709663,234810,12.9,16.1,13.6
1435709669,230310,12.6,21.2,14.5
1435709675,235160,13,17,13.8
1435709681,238560,13.5,20.3,15.6
1435709687,231010,12.9,17.1,14.6
1435709693,234660,13,18.4,14.1
1435709699,240110,13.4,19.4,14.8
1435709705,231110,13,14.5,14
1435709711,230510,12.9,14.8,14.2
1435709723,243910,13.7,21.2,14.9
1435709729,235910,13.2,15.8,14.7
1435709735,227360,12.7,16.3,14.3
1435709741,225610,12.7,15.1,14.3
1435709747,236110,13.1,13.1,13.1
1435709753,237460,13.4,15.9,15
1435709759,233510,13,14.7,13.8
1435709765,235760,13.4,23.7,14.2
1435709771,232660,13.1,17.3,15.1
1435709783,234710,13.4,16.5,15.1
1435709789,235460,13.3,19.9,14
1435709795,233410,12.9,19.6,14.8
1435709801,227660,12.9,13.7,13.6
1435709807,233460,13.2,17.8,14.2
1435709813,237360,13.4,17.7,15.5
1435709819,232160,12.9,15.3,14.6
1435709825,228910,12.8,15.1,14.1
1435709831,232760,13.2,16.7,14.2
1435709843,235410,13.2,28.9,14.8
1435709849,228760,12.8,14.7,13.6
1435709855,228910,12.8,21.7,15.3
1435709861,234460,13.1,26.5,14.1
1435709867,237260,12.9,15.1,14.1
1435709873,225560,12.9,13.8,13.7
1435709879,227460,12.7,15.7,15
1435709885,227810,12.7,25,14.2
1435709891,233160,13.2,18.8,15.5
1435709903,231160,12.9,19.2,14.7
1435709909,232660,12.8,17.5,15.4
1435709915,235710,13,18.3,16.1
1435709921,229310,12.8,13.3,13.3
1435709927,232960,13.1,18.1,15.2
1435709933,224960,13,13.9,13.8
1435709939,235010,12.9,25.6,17
1435709945,232860,12.9,22.6,14.3
1435709951,235410,13,18.6,14.9
1435709963,229210,13.2,14,13.9
1435709969,227860,12.9,13.7,13.6
1435709975,230410,13.3,15.3,14.1
1435709981,226560,12.9,15.4,14.2
1435709987,225660,12.3,35.2,14.3
1435709993,233410,12.7,18.3,13.5
1435709999,230510,13,16.8,14.2
1435710005,226610,12.8,13,13
1435710011,225710,12.7,18.8,13.7
1435710023,232110,13,15,14
1435710029,229810,13.1,13.7,13.7
1435710035,228710,12.9,18.5,15.6
1435710041,234410,13,13.3,13.3
1435710047,231160,13,13.4,13.4
1435710053,232560,13.2,17.4,14.7
1435710059,224860,12.7,16.1,13.9
1435710065,225910,12.8,25.4,14.2
1435710071,231310,13.2,28,14.5
1435710083,230660,12.9,16.3,14.6
1435710089,232260,13.4,16.3,14.7
1435710095,231160,13.2,13.8,13.8
1435710101,224310,12.6,13.3,13.3
1435710107,233410,12.8,16.3,14.6
1435710113,231160,12.8,13.2,13.2
1435710119,228660,12.5,22,14.2
1435710125,221960,12.5,16.1,14
1435710131,223710,12.3,15.1,14
1435710143,232660,12.7,12.8,12.8
1435710149,234060,13.2,15.9,14.8
1435710153,235010,13.2,17.6,14.4
1435710159,222660,12.2,12.6,12.5
1435710165,231460,12.5,21.9,14.3
1435710171,226910,12.7,15.1,13.4
1435710177,226260,12.9,14.2,14
1435710183,227460,12.7,15.3,14
1435710189,222910,12.5,13.2,13.2
1435710201,226010,12.7,19.1,14.3
1435710207,225710,12.7,15.3,14
1435710213,231910,12.7,15.8,13.4
1435710219,229410,12.9,18.3,14.3
1435710225,231910,12.8,18.9,14.5
1435710231,227510,12.7,18,15.4
1435710237,233110,12.6,15.9,13
1435710243,227160,12.5,18.2,15.5
1435710249,229510,12.7,13.3,13.2
1435710261,223560,12.3,20.3,14.6
1435710267,221410,12.4,12.9,12.9
1435710273,228460,12.7,15.1,13.8
1435710279,225860,12.8,15.4,14.1
1435710285,224810,12.7,15.5,13.3
1435710291,223510,12.5,18.6,14
1435710297,226010,12.4,15.3,13.5
1435710303,226110,12.5,16.7,14.3
1435710309,229610,12.9,15.7,14
1435710321,227460,12.6,16.8,13
1435710327,225410,12.6,12.9,12.9
1435710333,230960,13.1,14.5,13.9
1435710339,226810,12.5,25.1,14.6
1435710345,222510,12.4,17,13.3
1435710351,228260,12.4,15.2,13.3
1435710357,224310,12.5,12.8,12.7
1435710363,227710,12.6,17.6,14.8
1435710369,229510,13.2,17.5,14.1
1435710381,222610,12.3,14,13.6
1435710387,223460,12.4,20.9,13.3
1435710393,232410,13.1,13.4,13.4
1435710399,229410,12.7,15.4,13.3
1435710405,224710,12.2,15.4,13.9
1435710411,222560,12.4,17.5,15.2
1435710417,226210,12.5,19.9,13.6
1435710423,224260,12.5,17.1,14.6
1435710429,223610,12.4,17.5,13.6
1435710441,231310,12.9,16,13.9
1435710447,222960,12.6,17.3,14.8
1435710453,223910,12.5,26.2,13.3
1435710459,231160,13.1,18.2,13.8
1435710465,226010,12.4,18.1,13.3
1435710471,227010,12.5,18.2,13.6
1435710477,225060,12.5,17.3,14.9
1435710483,220710,12,16.2,13
1435710489,227260,12.9,16,14.1
1435710501,214460,12,24.6,12.9
1435710507,225160,12.5,16.1,14.6
1435710513,227060,12.8,17.9,14.6
1435710519,224960,12.4,12.8,12.8
1435710525,223260,12.5,18.3,14.7
1435710531,218460,12.4,16.1,14.1
1435710537,232260,12.9,21.4,15.2
1435710543,226810,12.4,15.2,13.2
1435710549,224610,12.3,12.8,12.8
1435710561,229360,13.1,28.2,15.4
1435710567,232860,13,14.3,13.6
1435710573,230610,12.7,14.4,13.6
1435710579,228160,12.9,13.7,13.6
1435710585,229260,12.6,16.1,13.6
1435710591,229460,12.4,27.5,14.6
1435710597,234410,12.9,16.2,14
1435710603,227110,12.4,17.6,13.5
1435710609,226460,12.4,23.5,13.9
1435710621,231110,13,15.7,13.7
1435710627,232310,13.2,13.5,13.5
1435710633,233310,13,13.8,13.7
1435710639,227760,12.5,15.2,14.4
1435710645,231610,12.9,16.5,14.4
1435710651,226510,12.6,16.5,13.9
1435710657,223210,12.2,20.6,13.4
1435710663,234910,13.1,23.8,13.8
1435710669,228060,12.5,15,13
1435710681,226610,12.3,19.3,13.5
1435710687,233110,13.1,18.6,15.7
1435710693,235810,13.3,15.3,14
1435710699,230710,13,21.4,15.8
1435710705,226560,12.6,20.7,13
1435710711,225260,12.9,15.5,14.3
1435710717,224060,12.4,17.2,13.7
1435710723,224110,12.3,14.5,13
1435710729,228560,12.5,14.1,13.1
1435710741,228760,12.8,15.3,14.2
1435710747,233510,12.7,13,13
1435710753,224910,12.3,12.8,12.8
1435710759,230710,12.9,13.5,13.5
1435710765,230910,12.7,16.4,14.5
1435710771,234110,12.7,15.5,14.2
1435710777,228860,12.5,17,13.8
1435710783,231360,12.7,17.8,13.7
1435710789,230560,12.7,18.5,14.5
1435710801,228560,12.6,19.1,13.9
1435710807,231760,13,13.3,13.3
1435710813,231010,12.8,15.3,14.4
1435710819,235110,13.1,15.9,14.4
1435710825,233610,13.2,13.3,13.3
1435710831,230110,12.6,18.4,14.4
1435710837,227910,12.8,15.1,13.8
1435710843,232060,13,13.3,13.3
1435710849,234360,12.8,15.9,13.8
1435710861,231060,12.8,16.1,14.1
1435710867,225460,12.6,14.5,13.3
1435710873,233860,12.7,13.1,13
1435710879,225410,12.2,15.3,13
1435710885,234210,12.9,15.7,14.4
1435710891,230460,12.8,16,13.9
1435710897,228110,12.8,18.1,14.9
1435710903,222710,12.3,13,12.9
1435710909,233460,13.1,15.4,14.4
1435710921,241410,13.4,13.9,13.8
1435710927,231110,12.7,12.8,12.8
1435710933,226110,12.3,14.5,13.6
1435710939,233610,13.4,13.9,13.8
1435710945,230410,12.5,14,13
1435710951,235560,12.9,17.2,13.9
1435710957,231760,12.9,16.5,14.1
1435710963,229360,12.9,17,14.3
1435710969,228660,12.6,25,13.4
1435710981,231510,13,14.5,13.9
1435710987,231610,12.7,20.7,13.3
1435710993,230310,12.4,14.8,13.6
1435710999,229810,12.6,14.5,13.4
1435711005,228510,12.7,13.1,13.1
1435711011,230960,12.8,15.7,13.9
1435711017,230660,12.5,16.2,14.4
1435711023,227210,12.8,15.1,13.8
1435711029,231310,12.6,16.8,13.7
1435711041,233310,12.9,16.9,14.4
1435711047,227260,12.4,15.5,13.1
1435711053,229760,12.9,13.2,13.2
1435711059,232360,12.9,13.2,13.2
1435711065,229460,12.7,15.4,14
1435711071,235410,12.8,15.2,14.1
1435711077,235910,13.2,15.5,14.2
1435711083,232360,12.9,21.3,13.2
1435711089,240660,13.2,21,15
1435711101,226760,12.5,16.9,15.2
1435711107,238060,13.2,21.2,16.4
1435711113,235660,13,14.9,13.9
1435711119,234710,12.7,15.3,13.6
1435711125,227460,12.4,16.6,13.5
1435711131,240110,13.2,15,13.8
1435711137,232860,12.9,16.3,14
1435711143,232660,12.7,16.3,13.9
1435711149,227210,12.4,12.7,12.6
1435711161,235410,12.7,19.1,15
1435711167,234010,13.1,17.8,14.5
1435711173,240610,13.4,14.4,14.3
1435711179,235960,12.8,13.4,13.3
1435711185,233660,12.8,18.7,14.4
1435711191,236710,12.9,15.9,14.5
1435711197,225610,12.5,18.4,13.8
1435711203,235860,13,14.4,13.9
1435711209,232110,12.9,14.1,14
1435711221,231260,12.6,16.7,15.2
1435711227,226460,12.4,15.7,14.4
1435711233,226510,12.3,15.6,14
1435711239,236710,12.8,26.2,15.6
1435711245,235660,12.9,13.6,13.5
1435711251,235010,13,17,14.7
1435711257,230210,12.6,21.3,13.2
1435711263,237460,13.2,19.2,15.2
1435711269,238460,13.1,16,15.2
1435711281,232910,12.9,13.8,13.5
1435711287,235860,13.1,16.5,14.6
1435711293,233810,13,23,14
1435711299,239910,13.6,17.5,16
1435711305,231510,12.6,26.8,14.7
1435711311,233110,12.9,20.7,14.2
1435711317,231210,12.5,19,16
1435711323,234310,13.1,17.3,14.6
1435711329,237360,13,13.4,13.4
1435711341,232360,13,21.4,14.4
1435711347,235960,12.9,15.9,13.7
1435711353,235460,13,15.8,14.3
1435711359,234310,12.8,18.7,14.7
1435711365,232660,12.9,13.6,13.6
1435711371,231860,12.5,14.9,13.4
1435711377,235860,13.1,17.4,13.7
1435711383,237060,13,13.2,13.2
1435711389,238360,13.2,14.8,14
1435711401,235710,12.9,13,13
1435711407,236910,12.9,19.1,13.6
1435711413,241960,13.2,15.8,14.8
1435711419,228710,12.6,26.9,13.8
1435711425,240110,13.1,14.5,14
1435711431,236210,13.1,15.1,13.8
1435711437,241660,13.1,20,17
1435711443,228210,12.6,14.6,13.9
1435711449,238910,13.2,13.6,13.6
1435711461,232510,13,14.9,14
1435711467,239510,13.1,13.4,13.4
1435711473,236410,13.1,25.3,14.8
1435711479,238160,13.7,18.9,14.9
1435711485,244360,13.5,20,14
1435711491,239610,13.3,14.2,14.1
1435711497,235610,13,15.2,14.5
1435711503,230810,12.7,17.8,15.4
1435711509,237260,13.1,14.7,14
1435711521,238210,13.5,15.7,14.6
1435711527,238260,13.5,17,14.3
1435711533,234710,13,24.1,14.5
1435711539,238060,13,16,13.8
1435711545,234510,12.8,17.5,14.8
1435711551,235060,13,13.1,13.1
1435711557,240260,12.9,13.5,13.5
1435711563,235610,13,14.9,13.6
1435711569,242860,13.4,17.7,15.2
1435711581,237310,12.9,16.6,13.9
1435711587,234660,12.8,18,14.9
1435711593,239710,13.1,17.8,14.9
1435711599,243260,13.6,14,14
1435711605,236460,13.1,18.6,14.8
1435711611,243660,13.6,21.3,15.3
1435711617,236560,12.7,25.5,14.7
1435711623,240410,13.6,14.2,14.2
1435711629,240510,13.2,22.5,13.9
1435711641,237410,13,16.4,14.1
1435711647,240960,13.1,20.3,15.4
1435711653,238860,13.4,18.1,14.1
1435711659,242010,13.4,17.1,14.7
1435711665,244060,13.5,26.3,15.3
1435711671,239910,13.3,19.4,14.9
1435711677,241860,13.6,18.4,15.9
1435711683,237260,12.8,14.2,14
1435711689,242110,13.3,15.7,14.5
1435711701,242360,13.2,14.9,14.4
1435711707,243260,13.3,16.6,14.4
1435711713,233260,12.9,17.1,15.2
1435711719,237510,13.2,21.6,15.5
1435711725,235010,12.8,16.6,13.9
1435711731,238510,13.1,14.4,13.7
1435711737,237060,13.3,22.7,14.5
1435711743,246160,13.6,18,15.4
1435711749,244410,13.5,19.8,14.8
1435711761,248310,13.5,16.4,15
1435711767,239360,13.6,15.7,14.4
1435711773,240760,13.5,19,15.3
1435711779,245260,13.8,18.7,16.2
1435711785,242110,13.2,24.9,13.8
1435711791,243010,13.4,17.4,15.1
1435711797,239960,13.2,15.2,14
1435711803,252670,14.3,15.4,15.3
1435711809,243660,13.6,16.6,15
1435711821,234160,12.3,12.4,12.4
1435711827,238410,13.2,22.6,14.2
1435711833,239810,13.1,13.6,13.6
1435711839,240860,13.3,13.4,13.4
1435711845,246410,13.3,16.4,14.5
1435711851,238460,13.8,14.1,14.1
1435711857,245360,13.5,23.4,16.1
1435711863,242360,13.5,22.2,15.4
1435711869,242960,13.3,17,14.9
1435711881,245060,13.4,17.1,15.3
1435711887,249560,13.9,14.9,14.8
1435711893,251770,14.1,20.7,15.4
1435711899,247510,13.7,18.9,14.3
1435711905,240360,13.3,20.2,14.4
1435711911,247110,13.4,18.1,14.8
1435711917,244760,13.5,14.5,14.4
1435711923,243910,13.2,17.1,14.5
1435711929,246060,13.6,18.6,15.7
1435711941,244260,13.7,19,16.5
1435711947,246760,13.7,16.4,14.8
1435711953,244410,13.3,17.9,14.4
1435711959,238760,13.2,24.7,13.7
1435711965,243910,13.7,13.9,13.8
1435711971,245160,13.3,13.4,13.4
1435711977,249410,13.7,24.2,15.1
1435711983,248810,13.8,16.9,15.1
1435711989,248910,13.8,16.1,14.9
1435712001,246910,13.5,17.8,13.9
1435712007,252420,13.8,19.9,14.8
1435712013,251260,13.8,14.2,14.2
1435712019,245910,13.7,19,14.3
1435712025,247960,13.8,14.6,14.5
1435712031,243610,13.5,14.4,14.3
1435712037,251210,13.7,18.3,16.3
1435712043,253070,13.9,19.6,14.9
1435712049,246960,13.4,18.5,16.6
1435712061,240160,13.5,16.4,14.6
1435712067,248760,13.9,20.3,15.4
1435712073,249560,13.9,14,14
1435712079,243110,13.5,19.7,15.9
1435712085,246760,13.6,16,14.2
1435712091,249260,13.6,16.9,14.2
1435712097,245810,13.6,17.2,15.4
1435712103,243910,13.6,18.1,16.2
1435712109,251670,13.9,16.3,15.4
1435712121,250310,14.1,17.6,15.4
1435712127,252070,14.2,18.4,16.5
1435712133,258570,14.3,20.2,15.4
1435712139,249210,13.4,26,13.8
1435712145,251260,13.6,17.2,15.5
1435712151,254020,13.8,14.8,14.3
1435712157,246060,13.4,17.3,14.3
1435712163,257220,14.4,16.5,15.7
1435712169,245410,13.6,18.8,16.4
1435712181,250860,13.9,27.2,15.7
1435712187,251460,14.3,17.8,15.1
1435712193,246060,13.4,15.9,14.6
1435712199,250910,14,14.3,14.3
1435712205,245760,13.5,17.2,14.6
1435712211,245110,13.5,16,14.6
1435712217,258520,14.5,15.7,15.6
1435712223,256120,14.3,23.6,17.7
1435712229,259520,14.6,17.2,15.8
1435712241,258720,14.2,18.9,16.4
1435712247,251570,13.9,14.1,14.1
1435712253,252770,14.2,17,15.5
1435712259,250810,13.8,22.8,15.5
1435712265,255120,13.6,19,14.2
1435712271,249260,13.7,15.4,14.2
1435712277,246110,13.4,21.2,13.8
1435712283,255870,14.2,14.9,14.9
1435712289,259020,14.3,17.7,15.4
1435712295,254070,14.1,16.7,15.5
1435712301,252770,14.1,18.2,15.5
1435712307,251870,14.3,21.2,15.8
1435712313,257220,14,14.3,14.3
1435712319,259070,14,18,15.9
1435712325,253870,14.2,18.3,15.8
1435712331,251410,14,21.6,16.6
1435712337,250960,13.8,23.1,14.8
1435712343,250160,13.6,17.9,14.3
1435712349,251670,14,21.1,15
1435712361,261520,14.3,14.8,14.7
1435712367,252920,14,20.7,16.5
1435712373,256220,14.3,14.8,14.7
1435712379,248710,13.9,15.1,15
1435712385,259870,14.5,18.6,15.9
1435712391,259920,14.5,14.8,14.8
1435712397,257670,14.3,29.5,14.8
1435712403,251110,13.9,20.1,15.2
1435712409,257120,13.8,17.4,14.4
1435712421,259420,14.5,25.2,16.8
1435712427,253770,14.1,17.7,15.5
1435712433,256470,14,14.4,14.4
1435712439,257520,14.3,19.9,17.2
1435712445,258920,14.3,19.6,15.9
1435712451,254070,14.2,18.1,15.7
1435712457,259220,14.1,19.7,16.5
1435712463,249610,13.7,22.6,15
1435712469,262420,14.4,19.3,16.6
1435712481,257620,14.1,16.5,15
1435712487,259670,14.3,19,16.5
1435712493,254070,14,20.8,15.8
1435712499,259270,14.2,16.7,15.9
1435712505,255820,14.2,18.6,15.3
1435712511,270120,15.5,16.2,16.2
1435712517,252070,14,20.3,15.8
1435712523,261820,14.2,15.6,15.2
1435712529,257470,14.2,17.5,14.8
1435712541,256670,14,21.5,15.5
1435712547,259170,14.1,14.6,14.5
1435712553,261870,14.4,18.4,15.6
1435712559,256070,14.2,14.9,14.8
1435712565,264020,14.6,26.8,16.4
1435712571,259420,14.4,21.6,16.1
1435712577,257270,14.2,16.8,15.5
1435712583,263570,14.6,23,17.8
1435712589,260420,14.2,18.1,16
1435712601,263020,14.5,16.6,15.8
1435712607,261570,14.3,25,15.5
1435712613,266370,14.7,22.2,15.9
1435712619,263520,14.8,15.3,15.3
1435712625,267870,15.1,15.5,15.5
1435712631,260020,14.3,26.9,15.1
1435712637,268870,14.9,19.2,16.3
1435712643,265120,14.7,19.3,16.3
1435712649,264220,14.5,20.1,16.2
1435712661,267570,15.1,17.8,16.3
1435712667,265770,14.8,20.1,17.6
1435712673,259170,14.2,21.4,15.6
1435712679,260720,14.2,16.8,15.6
1435712685,263770,14.5,16.9,15.3
1435712691,264770,14.6,14.6,14.6
1435712697,268320,14.9,15.4,15.4
1435712703,266270,14.8,22.8,16.9
1435712709,268270,15.2,18.6,16.9
1435712721,276720,15.3,19,15.8
1435712727,263370,14.8,20.9,15.3
1435712733,273070,15.2,20.8,16.9
1435712739,264220,14.6,19.6,16.5
1435712745,265870,14.8,15.6,15.5
1435712751,269320,15,18.2,16.2
1435712757,270470,14.9,18,15.7
1435712763,265020,14.5,28,16.1
1435712769,266220,14.7,22.4,18.4
1435712781,258820,14.5,18.3,15.8
1435712787,260670,14.4,19.2,15.3
1435712793,267120,14.9,17,15.7
1435712799,271020,15,21.4,17.4
1435712805,271120,15.1,20.4,15.6
1435712811,273520,15.1,17.2,16.4
1435712817,269870,14.9,15.1,15.1
1435712823,273870,15.3,18.2,16.2
1435712829,261370,14.2,20.1,15.3
1435712841,277120,15.4,20.4,16.2
1435712847,263920,14.6,16.4,15.2
1435712853,273070,15.2,15.3,15.3
1435712859,270770,14.8,18.6,16
1435712865,263970,14.4,14.8,14.8
1435712871,273470,15.5,23.4,17.3
1435712877,269520,14.6,20,15.4
1435712883,277070,15.1,18.7,17.3
1435712889,269620,15.2,18.2,16.4
1435712895,271970,15.2,18.7,16.4
1435712901,267470,14.9,27.5,16.4
1435712907,267970,14.8,17.2,15.9
1435712913,269320,14.7,17.5,15.6
1435712919,272370,15.3,16.3,16.2
1435712925,272220,15.1,18,16.6
1435712931,278830,15.5,25.3,16.3
1435712937,274120,15.2,15.9,15.8
1435712943,272370,15.2,19.2,15.9
1435712949,276120,15.4,21.9,16.6
1435712961,270920,15.1,21,16.2
1435712967,277970,15.5,19.6,17.4
1435712973,277020,15.7,19.6,17.7
1435712979,277470,15.5,23.7,16.9
1435712985,274170,14.8,16,15.3
1435712991,274920,15.4,23.8,16.3
1435712997,271520,15.5,18.1,16.1
1435713003,282480,15.3,19.9,16.2
1435713009,270120,14.9,19.6,17.5
1435713021,274970,14.9,17.2,15.9
1435713027,275320,15.1,19,17.1
1435713033,275970,15.4,19.8,17.4
1435713039,273870,15.3,19.8,16.2
1435713045,269270,15,15.7,15.6
1435713051,277670,15.7,18.1,16.2
1435713057,276620,15.4,15.8,15.8
1435713063,278380,15.5,20.6,17.4
1435713069,281780,15.7,20.3,17.4
1435713081,284980,16.2,20.9,17.6
1435713087,275470,15.1,18.6,16
1435713093,274970,15.4,25.8,16.6
