EpochTime,181.feed_4958.count,181.feed_4958.pm1,181.feed_4958.pm10,181.feed_4958.pm2.5
1435692851,227810,18.4,21.3,20.5
1435692863,218110,18.2,19.5,19.4
1435692869,211810,16.9,18.9,18.6
1435692875,215260,17.8,19.7,19.6
1435692881,222160,18.1,20,19.7
1435692887,223410,18,21,20
1435692893,220160,17.2,19.2,18.9
1435692899,216410,17,17.6,17.5
1435692905,218710,17.7,19.5,19.2
1435692911,220310,18.1,19.6,19.5
1435692923,218810,18,20.9,20.5
1435692929,214260,17.4,18.5,18.5
1435692935,219910,18.4,19.9,19.8
1435692941,210550,17.3,19.7,19.5
1435692947,216860,17.9,19.3,19.2
1435692953,218310,17.9,20.1,19.6
1435692959,224810,17.7,21.1,19.7
1435692965,218710,18.5,20.6,20.4
1435692971,217910,17.8,18.5,18.5
1435692983,218560,17.6,18.9,18.8
1435692989,215410,17.6,18.3,18.3
1435692995,214960,17.3,20.3,18.9
1435693001,212460,16.7,18.1,18
1435693007,219160,18.1,20.2,20.1
1435693013,212710,17.2,18.1,18
1435693019,210650,17.6,18.8,18.7
1435693025,224060,18.4,20.8,20.6
1435693031,215760,18,19.4,19.3
1435693043,216360,17.5,19.4,19.2
1435693049,212460,17.4,19.9,19.4
1435693055,213560,17.2,17.8,17.7
1435693061,210850,17.7,18.7,18.7
1435693067,209150,17,18.3,18.2
1435693073,214810,17.4,18.9,18.8
1435693079,214860,17.6,18.4,18.4
1435693085,215060,17.8,18.8,18.7
1435693091,215610,17.9,19.8,19.6
1435693103,211610,17.3,18.3,18.2
1435693109,217560,16.9,20.5,19.6
1435693115,212710,17,17.8,17.7
1435693121,213410,17.6,19.8,19.3
1435693127,213110,17.5,19.5,19.1
1435693133,209750,17.2,18.8,18.7
1435693139,209800,16.9,17.9,17.8
1435693145,214010,17.5,18.3,18.3
1435693151,213410,17.6,19.6,19.5
1435693163,218710,17.4,18.5,18.4
1435693169,211960,16.9,18.4,18.3
1435693175,213160,17.6,19.1,19
1435693181,212360,17.6,20,19.7
1435693187,207900,17,19.3,18.7
1435693193,212660,17.4,18.3,18.3
1435693199,214760,17.2,19.3,18.7
1435693205,215310,17.3,21.4,19.8
1435693211,215960,17.3,18.3,18.2
1435693223,222710,18.2,19.5,19.4
1435693229,210750,16.8,18.8,18.4
1435693235,208300,16.8,18.6,18.4
1435693241,209750,16.8,19.2,19
1435693247,210800,17.1,18.4,18.3
1435693253,209100,16.5,17.2,17.2
1435693259,213410,17.5,20.9,19.3
1435693265,207550,17,18.7,18.5
1435693271,208150,16.8,17.7,17.6
1435693283,208400,16.5,17.1,17.1
1435693289,213460,17.5,18.5,18.4
1435693295,208600,16.9,17.3,17.3
1435693301,208450,16.7,16.9,16.9
1435693307,207350,17.2,18.6,18.5
1435693313,214160,17.7,18.8,18.7
1435693319,211560,17.1,18.1,18.1
1435693325,208850,17.1,17.9,17.8
1435693331,212010,17.5,19.4,19.2
1435693343,206200,16.5,17.2,17.1
1435693349,209850,16.7,17.9,17.8
1435693355,211560,17.2,17.7,17.7
1435693361,212560,17,18.2,18.1
1435693367,215260,17,18.5,18.4
1435693373,209300,17.1,18.4,18.3
1435693379,203550,16.3,17.5,17.3
1435693385,209100,17.1,17.9,17.8
1435693391,206000,16.1,17.4,17.4
1435693403,212860,17.5,19,18.9
1435693409,213410,17.9,19.8,19.6
1435693415,205200,16.8,17.8,17.8
1435693421,210850,17.1,18.2,18.2
1435693427,209250,17,19,18.9
1435693433,202400,16.6,17.6,17.5
1435693439,206000,16.3,19,17.6
1435693445,210550,16.7,18.3,18.2
1435693451,212010,16.9,17.6,17.6
1435693463,204800,16.3,17.8,17.7
1435693469,205800,16.7,18.5,17.8
1435693475,209650,16.5,18.5,18.2
1435693481,203950,16.4,17.1,17.1
1435693487,206150,16.6,17.4,17.3
1435693493,210300,16.4,19,18.6
1435693499,209700,16.9,17.7,17.7
1435693505,207050,17.2,18.9,18.8
1435693511,203250,16.6,18.5,18.3
1435693523,209400,16.5,17.2,17.1
1435693529,207100,16.9,18,18
1435693535,207950,16.8,18.7,18.6
1435693541,203400,16.2,17.7,17.3
1435693547,207050,16.6,18.9,18.2
1435693553,212210,16.8,17.4,17.3
1435693559,211710,17.2,18.6,18.5
1435693565,201200,16.3,18.3,18.1
1435693571,201850,16.3,17.3,17.2
1435693583,205350,16.2,16.6,16.6
1435693589,203200,16.2,17,17
1435693595,202800,16.2,17.3,17.2
1435693601,207600,16.7,17.8,17.7
1435693607,199200,15.8,16.4,16.3
1435693613,204650,16,16.7,16.7
1435693619,207100,16,16.7,16.6
1435693625,198700,15.8,17.2,17.1
1435693631,203850,16.1,16.8,16.7
1435693643,207850,17.2,18.4,18.3
1435693649,207100,16.5,17.2,17.1
1435693655,205350,16.5,17.6,17.5
1435693661,206250,16.4,17.1,17
1435693667,206350,16.5,17.6,17.5
1435693673,204400,16.3,17.8,17.6
1435693679,202100,15.9,16.5,16.5
1435693685,200850,16.1,17.2,17.1
1435693691,207000,16.4,16.9,16.9
1435693703,202750,17,19.1,18.7
1435693709,201650,15.6,16.4,16.3
1435693715,199400,15.7,18,17.6
1435693721,203850,16.8,17.9,17.9
1435693727,200450,16,17,16.9
1435693733,202050,16.2,16.7,16.7
1435693739,200500,15.7,16.6,16.6
1435693745,198100,15.9,18,17.7
1435693751,202150,16.1,17.8,17.5
1435693763,201600,16.2,16.7,16.7
1435693769,197800,15.8,18,17.8
1435693775,197150,15.4,17.5,17.2
1435693781,206250,16.7,17.9,17.8
1435693787,202100,16.3,17.4,17.3
1435693793,197000,15.6,16.7,16.6
1435693799,199250,15.6,16,16
1435693805,199900,15.9,18,17.9
1435693811,195400,15.5,16.3,16.3
1435693823,202400,16,17.7,17.3
1435693829,197750,15.9,18.4,17.9
1435693835,202050,16.4,17.9,17.8
1435693841,199300,16,17.2,17.2
1435693847,205650,16.1,17.5,17.3
1435693853,198650,15.4,17.6,16.9
1435693859,201350,15.2,15.8,15.7
1435693865,195950,15.4,16.8,16.7
1435693871,199750,16.2,16.6,16.6
1435693883,198950,15.9,16.5,16.5
1435693889,198100,15.6,16.2,16.2
1435693895,202750,15.9,16.8,16.8
1435693901,195700,15.6,16.3,16.2
1435693907,194250,15.3,16.1,16
1435693913,196000,15.6,16.4,16.3
1435693919,199800,16,17.1,17
1435693925,200700,15.4,15.7,15.7
1435693931,195550,15.2,17.7,17.3
1435693943,198700,15.9,16.3,16.3
1435693949,191500,15.3,16.3,16.2
1435693955,193000,15.5,16.6,16.4
1435693961,195500,15.5,17.2,16.8
1435693967,193650,15.3,16.4,16.3
1435693973,194400,15.3,16.1,16.1
1435693979,192150,15,16.8,16.3
1435693985,190300,14.8,26.4,16.1
1435693991,192500,15.4,17.2,17.1
1435694003,193650,15.8,17.4,17.3
1435694009,194000,15.5,16.4,16.3
1435694015,196450,15.3,16.2,16.2
1435694021,198200,15.6,15.8,15.8
1435694027,192150,15.1,28.3,16.3
1435694033,193800,15.4,18,17.2
1435694039,192000,15.1,16.1,16.1
1435694045,195950,15.7,16.4,16.3
1435694051,192950,15.6,26.2,16.6
1435694063,196100,15.3,26.6,16.4
1435694069,199900,15.9,29.1,17.7
1435694075,199900,15.6,19.1,17.3
1435694081,195250,15.1,24.4,16.7
1435694087,195850,15.6,26.8,16.7
1435694093,202400,16.2,20.9,18.3
1435694099,196850,15.5,18.8,17.4
1435694105,195300,15.8,16.2,16.2
1435694111,198000,15.4,16.4,16.4
1435694123,191950,15.2,16.1,16.1
1435694129,189100,15,17.9,16.5
1435694135,196400,15.4,15.9,15.9
1435694141,195800,15.5,15.9,15.9
1435694147,197400,15.8,16.7,16.7
1435694153,195000,15.3,16.5,16.4
1435694159,193050,15,17.6,16.5
1435694165,197250,15.7,19.3,18.3
1435694171,194350,15.9,17,17
1435694183,188950,14.8,15.6,15.6
1435694189,196050,15.3,29.8,16.1
1435694195,192300,15,21.2,17.1
1435694201,195050,15,18.7,16.3
1435694207,195900,15.3,17.8,16.9
1435694213,188650,15.2,17,16.5
1435694219,191900,14.9,17.5,16.7
1435694225,193300,15.2,20.3,17.3
1435694231,197550,15.7,21.1,16.5
1435694243,192400,15,26.1,17
1435694249,193150,14.7,22.2,15.7
1435694255,195100,15.1,18.8,16.6
1435694261,195850,15.7,20.3,18.1
1435694267,195600,15.4,18.2,16.8
1435694273,190800,14.8,29.5,17.3
1435694279,190950,14.6,23.2,16.4
1435694285,188000,14.4,16.2,15.9
1435694291,189900,15.2,21,18
1435694303,195050,15,27.8,17.3
1435694309,195050,15.3,18.2,16.9
1435694315,186100,14.4,19.4,15
1435694321,199700,15.4,26.9,16.7
1435694327,192800,15,18.6,16.7
1435694333,186900,15,22,17.9
1435694339,186350,14.9,20.1,16.1
1435694345,191950,15.1,24.6,19.9
1435694351,192900,15.3,20.3,17.8
1435694363,188000,14.4,15,15
1435694369,185650,14.2,16,14.8
1435694375,187700,14.9,37.5,17.3
1435694381,189700,14.9,17.5,16.4
1435694387,188100,15,30.5,16.1
1435694393,189400,14.7,22.6,16.9
1435694399,188900,14.9,24.5,16.5
1435694405,185250,14.3,25.7,15.7
1435694411,185750,14.7,22.5,17.4
1435694423,186950,14.9,17.8,16.2
1435694429,184650,14.4,29.3,16.1
1435694435,185800,14.8,21.5,17.4
1435694441,190200,14.9,35.6,16.7
1435694447,187750,14.3,22.8,17.3
1435694453,182650,14.3,14.7,14.7
1435694459,190250,14.8,15.4,15.4
1435694465,188650,14.7,20,16.8
1435694471,189200,14.9,21.1,17.4
1435694483,183900,14.3,26.4,15
1435694489,185250,14.4,23.2,16.9
1435694495,190550,14.9,15.6,15.6
1435694501,191000,15,18.7,16.2
1435694507,188100,14.9,18,16.8
1435694513,187800,14.8,22.4,17.2
1435694519,184750,14.2,16.7,15.5
1435694525,185700,14.6,20.9,16.7
1435694531,184600,14.4,22.9,15.3
1435694543,184900,14.2,19.8,15.2
1435694549,191150,14.8,28.3,16.7
1435694555,185750,14.7,21.6,17.3
1435694561,192200,15.2,15.7,15.7
1435694567,186650,14.7,15.8,15.7
1435694573,184850,14.1,22.5,15.7
1435694579,188000,14.3,16,15.7
1435694585,184600,14.1,30.6,15.7
1435694591,191300,15.1,18.3,16.4
1435694603,188250,14.7,21.3,16.3
1435694609,184850,14.1,20.1,18
1435694615,188600,14.5,15.3,15.2
1435694621,188900,14.5,21.8,15.1
1435694627,187850,14.6,20.1,17.2
1435694633,186400,14.2,17.2,15.4
1435694639,186700,14.4,23.5,16.5
1435694645,188200,15,17,16.8
1435694651,185150,14,14.6,14.6
1435694663,181750,14.2,23.1,17.6
1435694669,184350,14.1,15.4,15.3
1435694675,187500,14.3,24.7,18.7
1435694681,185800,14.4,53.2,15.2
1435694687,185400,14.4,26.5,15.5
1435694693,185350,14.4,25.5,16.1
1435694699,187700,14.5,28.6,16.5
1435694705,190650,14.8,22.8,16.5
1435694711,189450,14.4,24.2,15.7
1435694723,180500,13.9,22.7,16.9
1435694729,188600,14.5,23.7,18.2
1435694735,189150,14.1,37.7,15.2
1435694741,183700,14,19.2,15.6
1435694747,189350,13.9,29.2,16.2
1435694753,180100,13.8,19.2,15.9
1435694759,182800,14,25.1,14.7
1435694765,184300,14,26.9,14.9
1435694771,186100,14.2,17.4,15.8
1435694783,189900,13.9,20.7,15.7
1435694789,182700,13.8,18.3,14.8
1435694795,180150,13.9,20.8,15.4
1435694801,183450,13.9,14.7,14.7
1435694807,190300,14.6,38.6,16.6
1435694813,188750,14.3,17.4,16.1
1435694819,193000,14.4,18.3,16.1
1435694825,182200,13.5,25.2,15.7
1435694831,191350,14.6,20.3,15.9
1435694843,186000,13.9,18.2,15
1435694849,193000,14.9,15.2,15.2
1435694855,192550,14.1,30,15.9
1435694861,189250,14.2,18,16.5
1435694867,190750,13.9,17.6,15
1435694873,188600,14,19.4,16
1435694879,183950,13.8,31.7,15.1
1435694885,188400,14.1,38.3,15.6
1435694891,185650,13.8,15.9,14.9
1435694903,191100,14.5,19.8,15.5
1435694909,186100,14.1,18.6,15.2
1435694915,182800,13.8,14.1,14.1
1435694921,186950,13.9,14.4,14.3
1435694927,189750,13.8,14.5,14.5
1435694933,187450,14.6,34.6,17
1435694939,190550,13.9,16,15.2
1435694945,187100,14,30.5,14.9
1435694951,190450,14.1,25.9,15.4
1435694963,192350,14.4,15.2,15.2
1435694969,191200,13.9,14.1,14.1
1435694975,193450,13.9,18.1,15
1435694981,193450,14.2,14.7,14.7
1435694987,192200,14.5,19.3,16.3
1435694993,190350,14,17.4,16.4
1435694999,195000,14.1,23.2,16.3
1435695005,199600,14.4,18.1,15.2
1435695011,187100,13.8,20.8,15.6
1435695023,204450,14.2,60.3,14.5
1435695029,203600,14.7,23.1,15.8
1435695035,203200,14.6,17.7,15.9
1435695041,198950,14.6,23.8,15.7
1435695047,200100,14.4,17.1,15.7
1435695053,190050,14.1,17.2,15.9
1435695059,197600,14.5,15.6,15.5
1435695065,194000,13.9,17.8,15.4
1435695071,199350,14.7,20,16.6
1435695083,196500,14,18.7,15.7
1435695089,196900,14,36.1,15.6
1435695095,201150,14.7,17.4,15.4
1435695101,195950,14.1,17.4,15
1435695107,191650,13.5,16.4,15
1435695113,198450,14.2,20.2,15.7
1435695119,203750,14,23.3,15.3
1435695125,205850,14.5,19.9,15.9
1435695131,209250,14.4,18.5,16.1
1435695143,196600,14,14.5,14.5
1435695149,201550,14.1,17.1,15.6
1435695155,198200,14.1,19.9,15.6
1435695161,196500,13.9,16.9,15.2
1435695167,197800,14.6,14.9,14.9
1435695173,198700,14.5,15.9,15.8
1435695179,203850,14.5,15,15
1435695185,197750,14.1,21.1,15.3
1435695191,200900,14,22.8,16.3
1435695203,204400,14.3,25.4,15.4
1435695209,202150,14.2,20.8,17.6
1435695215,203900,14.3,19.6,16.2
1435695221,199000,13.9,17.1,14.4
1435695227,198050,13.9,19.3,16.5
1435695233,201950,14.4,18.5,16.3
1435695239,200700,14.3,19.5,15.4
1435695245,200500,14.3,15.1,15.1
1435695251,198500,14.4,22.5,15.4
1435695263,206100,14.4,18,16.2
1435695269,200550,14,18.2,15.7
1435695275,200300,14.1,17.8,15.7
1435695281,208900,14.8,17.6,16.1
1435695287,205200,14.6,18.1,16.5
1435695293,203100,14,17.9,15.7
1435695299,202600,14.3,16.2,15.4
1435695305,208200,14.9,19.8,16.2
1435695311,201800,14.3,14.9,14.8
1435695323,202700,14,19.5,15.4
1435695329,206350,14.6,30.6,15.5
1435695335,203300,14.5,17,15.8
1435695341,197900,14,17.7,16
1435695347,201350,14.3,14.5,14.5
1435695353,198750,13.8,29.9,15.2
1435695359,206100,14.4,18.7,15.4
1435695365,206900,14.4,18.3,16.9
1435695371,209100,14.5,16.6,15.4
1435695383,208250,14.4,15.2,15.1
1435695389,208250,14.5,21.8,16.1
1435695395,212510,14.6,18.7,16.6
1435695401,211810,14.5,15.2,15.2
1435695407,206850,14.2,18.3,16.3
1435695413,205850,14.2,14.5,14.5
1435695419,204700,13.9,14.5,14.4
1435695425,216160,15,18.9,16
1435695431,200200,13.7,21.8,14.6
1435695443,214010,15.2,20.1,17.8
1435695449,211510,14.6,20.1,15.5
1435695455,207800,14.2,18.1,16
1435695461,210950,14.1,14.7,14.7
1435695467,208900,14.8,15.2,15.2
1435695473,207200,14.2,18.6,15.9
1435695479,208650,14.5,16.2,16
1435695485,207750,14.4,20.2,15
1435695491,208550,14.3,16.8,15.7
1435695503,205250,14.1,14.2,14.2
1435695509,208200,14.1,15.7,15.2
1435695515,208150,14,15.6,14.6
1435695521,210700,14.1,14.5,14.4
1435695527,207750,14.3,17.9,15.9
1435695533,208950,14.3,16.3,15.6
1435695539,211050,14.9,19.1,16.9
1435695545,213560,14.7,19.7,15.8
1435695551,205000,13.9,14.6,14.5
1435695563,215510,15.2,21.4,18.7
1435695569,208450,13.8,18.3,15.1
1435695575,212360,14.4,18,15.8
1435695581,213310,14.4,16.6,15.2
1435695587,216010,14.4,18.8,16.8
1435695593,212610,14.3,21.4,16.1
1435695599,213410,14.4,17.6,16
1435695605,217010,14.6,15.4,15.3
1435695611,208650,14.4,15.1,15.1
1435695623,209700,14.4,18.2,15.3
1435695629,213610,14.3,15.5,15
1435695635,208950,14.4,17.9,15.8
1435695641,218260,14.6,17.8,16.5
1435695647,213460,14.7,17.2,16
1435695653,210200,14.1,20.9,15.4
1435695659,215310,14.7,26.5,16.9
1435695665,215410,14.5,15.3,15.2
1435695671,213360,14.4,14.9,14.8
1435695683,217860,14.6,18.1,16.8
1435695689,218110,14.6,23.4,15.4
1435695695,220210,15.3,23.7,16.5
1435695701,209650,14.1,17.8,15.3
1435695707,214410,14.6,18.5,15.7
1435695713,213310,14.2,14.7,14.7
1435695719,214660,14.5,18.4,16.1
1435695725,211960,14.3,14.8,14.8
1435695731,214310,14.6,18.4,16.3
1435695743,218510,14.9,15.4,15.4
1435695748,212210,14.3,15.6,15.1
1435695754,215860,14.5,15.1,15.1
1435695760,209650,14.1,15.8,15.1
1435695766,215110,14.5,20.1,17.3
1435695772,212760,14.6,17,15.6
1435695778,218410,14.2,17.2,15.3
1435695784,217360,14.2,17.1,16.1
1435695790,210900,14,15.1,15
1435695802,220360,14.1,19.7,14.6
1435695808,214260,14.6,19,16.7
1435695814,219660,14.5,14.5,14.5
1435695820,216910,14.1,17.1,15.5
1435695826,214660,14.3,17.9,16.2
1435695832,213410,13.9,14.4,14.4
1435695838,219060,14.3,16.6,15.1
1435695844,217110,14.7,18.4,16
1435695850,220360,14.8,18.7,17.1
1435695862,215510,14.6,18.2,16.9
1435695868,217360,14.3,15.6,14.9
1435695874,220110,14.7,15.2,15.1
1435695880,218210,14.2,20.4,17.2
1435695886,214810,14.6,16.7,16.5
1435695892,214060,14.6,20.8,15
1435695898,214910,14,16.3,15.4
1435695904,223060,14.6,20,16.1
1435695910,225760,15,19.3,17
1435695922,215510,14.1,15.6,15.1
1435695928,217810,14.6,14.8,14.8
1435695934,220010,14.5,16.8,16
1435695940,216860,14.2,18.4,16.8
1435695946,220060,14.3,27.7,17.3
1435695952,219860,14.4,15.1,15
1435695958,220360,15,15.3,15.3
1435695964,218610,14.2,19.2,15.3
1435695970,223760,14.2,16.5,15.6
1435695982,218110,14.5,16.1,15.2
1435695988,219310,14.4,17.2,15.6
1435695994,216960,14,17.2,15.9
1435696000,216810,14.1,16.3,14.9
1435696006,219210,14.5,14.6,14.6
1435696012,214860,13.9,18.7,16.4
1435696018,218010,14,14.4,14.4
1435696024,216510,14.2,17.1,15.8
1435696030,218610,14.2,18.5,15.4
1435696042,214010,14.2,16.7,15.3
1435696048,218460,14,18,15.1
1435696054,217310,14.3,22.9,15.4
1435696060,220710,14.2,18.8,16.3
1435696066,217710,14.5,24.4,16
1435696072,223060,14.4,15.6,15.1
1435696078,220760,14.3,18.9,15.3
1435696084,220710,14.3,16.6,15.3
1435696090,222110,14.6,15.9,15.8
1435696102,224160,14.3,14.5,14.5
1435696108,217360,14,17,15
1435696114,221510,14.4,18.2,16.2
1435696120,223510,14.3,14.6,14.5
1435696126,225660,14.4,23.1,15.5
1435696132,225010,14.7,17.9,15.8
1435696138,220960,14.4,16.5,15.9
1435696144,222810,14.7,18.7,16
1435696150,215610,13.7,16.5,15.1
1435696162,218760,14.3,16.9,15.2
1435696168,228460,14.8,16.9,15.5
1435696174,217760,14.2,19.2,16.5
1435696180,215260,13.7,15.7,14.8
1435696186,222310,14.5,17.7,15.9
1435696192,227710,14.4,18,16.9
1435696198,221260,13.9,15.6,14.6
1435696204,221560,14.2,16.5,15.5
1435696210,216810,13.7,18.6,14.8
1435696222,222710,14,14.3,14.3
1435696228,218510,13.9,16.8,14.4
1435696234,221660,14.3,18.9,15.9
1435696240,221660,14,14.1,14.1
1435696246,223610,14.7,17.4,15.6
1435696252,228060,14.5,19,15.5
1435696258,223160,14.3,15.8,15.3
1435696264,231910,14.9,17.8,16.6
1435696270,220310,14.2,20.1,15.3
1435696282,229410,14.5,16.8,15.7
1435696288,228010,14.7,17.7,15.4
1435696294,222260,14.2,14.5,14.5
1435696300,228260,14.1,14.2,14.2
1435696306,231010,14.8,18.6,16.7
1435696312,222410,14.1,14.3,14.3
1435696318,226610,14.3,17.4,15.2
1435696324,224560,14.1,14.4,14.4
1435696330,222760,14.2,14.4,14.4
1435696342,224410,14.6,16.5,15.3
1435696348,229810,14.6,16.6,15.8
1435696354,227760,14.6,19.9,17.9
1435696360,218060,13.7,14.2,14.1
1435696366,224960,14.6,15.8,15.5
1435696372,225060,14.2,17.9,16.5
1435696378,227260,14.5,19.3,17.6
1435696384,228260,14.7,17.6,16.5
1435696390,233360,14.4,16.6,15.7
1435696402,227210,14.4,16.9,15.6
1435696408,225110,14.2,20.4,14.9
1435696414,226060,14.2,20.8,15.3
1435696420,221010,13.9,17.1,15.7
1435696426,227110,14.5,18,15.6
1435696432,231960,14.5,18,16.8
1435696438,225210,14.5,18.9,16.5
1435696444,228710,14.3,18.3,15.2
1435696450,230260,14.5,16.8,15.6
1435696462,232910,14.6,17,15.2
1435696468,227410,14.4,18.3,15.5
1435696474,230460,14.7,18,16.3
1435696480,225860,14.6,16.6,15.9
1435696486,223610,14.2,17.7,16.2
1435696492,232010,14.6,30.4,15.8
1435696498,230060,14.7,26.2,16.6
1435696504,231410,14.5,47.9,15.9
1435696510,236860,14.9,27.1,17.8
1435696522,238160,15.1,27.8,18.4
1435696528,223910,13.9,22.7,16.3
1435696534,227260,14.3,17.5,15.9
1435696540,237060,15,18.1,16.9
1435696546,226760,14.1,14.8,14.8
1435696552,234460,15.1,19.7,17.8
1435696558,224960,14,21.4,15.8
1435696564,228560,14.3,26.8,15.5
1435696570,224110,14.2,28.4,17
1435696582,225210,14,22.9,15.7
1435696588,234110,14.9,16.9,15.9
1435696594,228060,14.6,21.4,16
1435696600,229860,14.4,26.7,14.8
1435696606,221110,14.1,18.7,15.1
1435696612,227710,14.2,14.6,14.6
1435696618,223210,14.1,17.8,15.4
1435696624,236310,14.9,15.9,15.8
1435696630,232310,14.7,22.4,16.7
1435696642,231760,14.4,25.8,15.4
1435696648,235410,14.9,16.7,15.6
1435696654,230110,14.6,29.1,16.3
1435696660,232910,14.5,17.6,15.2
1435696666,235010,14.6,15,15
1435696672,225260,13.8,17.4,15.7
1435696678,230310,14.4,25.1,17.5
1435696684,231160,14.4,17.5,15.7
1435696690,227060,14.2,21.1,16.2
1435696702,229310,14.1,18,14.5
1435696708,232360,14.6,17.6,15.9
1435696714,228060,14.3,16.8,15.5
1435696720,229010,14.1,18.7,15.8
1435696726,233610,14.7,15.5,15.5
1435696732,227260,13.9,17.7,15.6
1435696738,232410,14.6,18.6,16.7
1435696744,231360,14.5,17.4,15.5
1435696750,227410,14.2,24.8,14.8
1435696762,226510,14.3,29.7,16.6
1435696768,234060,14.6,28.9,15.6
1435696774,229710,14.7,18.3,16.7
1435696780,227660,14.2,14.6,14.6
1435696786,236060,14.8,20.8,17.3
1435696792,235110,14.8,28.3,16.8
1435696798,228560,13.9,16.8,14.6
1435696804,232560,14.9,28.5,17.7
1435696810,235860,14.5,20.8,15
1435696822,236960,14.6,15,15
1435696828,232810,14.6,21.1,17
1435696834,231410,14.3,19.7,17.1
1435696840,229310,14.3,14.5,14.5
1435696846,231560,14.2,22.8,16.3
1435696852,228860,14.2,21.5,16.5
1435696858,227860,13.8,19.6,17.3
1435696864,235560,15,24.9,16.1
1435696870,234210,14.2,27.2,14.5
1435696882,236010,14.7,22.4,16.2
1435696888,238110,15,15.9,15.8
1435696894,235510,14.6,37.2,16.2
1435696900,232510,14.6,39.3,17.8
1435696906,235410,15,29.9,17.9
1435696912,231910,14.5,15.5,15.4
1435696918,238210,14.6,29.6,17.3
1435696924,226860,14.2,37.7,19.1
1435696930,232510,14.9,40.3,19.3
1435696942,238410,15.1,24.4,17.9
1435696948,230660,14.1,34.9,18.7
1435696954,234210,14.3,15.5,15.4
1435696960,237110,14.5,33.9,16.8
1435696966,239260,15,52,16.4
1435696972,234960,14,24.9,17
1435696978,237610,14.5,31.4,16.4
1435696984,235310,14.5,20.6,15.6
1435696990,232660,14.6,32.9,17.7
1435697002,244710,14.5,25.6,17.9
1435697008,234110,14.6,32.1,16.1
1435697014,238310,14.6,29.1,17.8
1435697020,238310,15.2,27.4,17.2
1435697026,238660,14.8,27,17.5
1435697032,233010,14.6,21.8,16.7
1435697038,234010,14.3,24.3,17
1435697044,232010,14.3,21.4,15.1
1435697050,236610,14.8,24.6,16.8
1435697062,236210,14.4,15.4,15.3
1435697068,241210,14.8,29.2,16.5
1435697074,240410,14.6,22.2,16.6
1435697080,240060,15,24.9,17.6
1435697086,233560,14.5,23.8,17
1435697092,240210,14.7,21.2,15.6
1435697098,235060,14.3,29.3,16.7
1435697104,240160,14.7,19.4,15.8
1435697110,239410,14.9,21.6,18.2
1435697122,239260,14.6,16.8,16.2
1435697128,232360,14.3,21.1,16.9
1435697134,238710,14.8,24.9,16.4
1435697140,237610,14.2,14.9,14.8
1435697146,234410,14.5,23.2,18
1435697152,242960,14.9,18.6,15.5
1435697158,233410,14.4,42.1,15.2
1435697164,237010,14.6,20.2,16.3
1435697170,236310,14.8,20.8,15.6
1435697182,244710,14.9,18,15.6
1435697188,241810,15.3,26.7,17.8
1435697194,238010,14.4,29.1,16.2
1435697200,242860,14.8,18.8,15.9
1435697206,242010,15,18.9,16.8
1435697212,238310,14.5,21.7,16.7
1435697218,239460,14.6,17.9,15.8
1435697224,237710,14.2,16.3,14.9
1435697230,241010,14.6,18.9,16.1
1435697242,240110,14.6,20.1,15
1435697248,241160,14.4,15.1,15
1435697254,241910,14.7,17.6,15.1
1435697260,247360,15,17.4,16.4
1435697266,243510,14.8,19.2,16
1435697272,245110,14.8,18.3,16
1435697278,242260,14.9,25.9,16.5
1435697284,235210,13.9,27,18.1
1435697290,241160,14.6,18.3,16.3
1435697302,237260,14.2,17,15.7
1435697308,244660,15,19,17.3
1435697314,243660,14.8,18.3,16.6
1435697320,245710,15,17,15.7
1435697326,241110,14.4,21,16.7
1435697332,242310,14.2,18.8,15.5
1435697338,245660,14.8,17.6,15.5
1435697344,243460,14.8,20.4,17.8
1435697350,240210,14.7,26.2,17
1435697362,248760,15,21.3,16.2
1435697368,243810,14.5,30.3,16.9
1435697374,249560,14.9,32,17.4
1435697380,247360,15.2,39.2,17.4
1435697386,250260,15.1,27.5,17.8
1435697392,246760,15,39.5,15.6
1435697398,246060,14.7,15.5,15.4
1435697404,251620,15.1,30.9,18.1
1435697410,252570,15.4,26.7,18.8
1435697422,246610,15,17.3,17.1
1435697428,247010,15.3,28.9,17.7
1435697434,246460,15,27.8,17.6
1435697440,250110,15.1,24.4,20.1
1435697446,256270,15.4,26.2,17
1435697452,248210,15.1,25.9,20.5
1435697458,246960,14.9,31.6,19
1435697464,248310,15.1,20.4,17
1435697470,251570,15.3,19.9,17.9
1435697482,255220,15.7,26.9,19.1
1435697488,249660,15,23.4,16.5
1435697494,251770,14.7,19.1,15.4
1435697500,252070,15.5,22.7,17.6
1435697506,248560,15.1,36.4,18
1435697512,250960,15.9,33,19.4
1435697518,254920,15.8,28.4,20.4
1435697524,248460,15.3,34.3,18
1435697530,252220,15.3,23.6,17.9
1435697542,255920,15.7,21.3,18.7
1435697548,251110,15.4,27.9,17.3
1435697554,253970,15.6,24,17.3
1435697560,256020,15.7,26.8,18.9
1435697566,252970,15.2,22.8,18.2
1435697572,255120,15.5,20.8,17
1435697578,251310,15.3,23.1,16
1435697584,256220,15.6,23.5,19.3
1435697590,254070,15.1,22.2,17.5
1435697602,258070,15.7,27.4,18.7
1435697608,251620,15.6,22.6,18.9
1435697614,255020,15.8,29.3,20
1435697620,255720,15.7,35.6,20.3
1435697626,257320,15.6,28.1,18.6
