EpochTime,181.feed_4954.particle_concentration,181.feed_4954.particle_concentration2,181.feed_4954.particle_count,181.feed_4954.particle_count2,181.feed_4954.raw_particles,181.feed_4954.raw_particles2,181.feed_4954.temperature
1435798062,17.9,0,439,0,96,0,0
1435798122,17.8,0,439,0,102,0,0
1435798182,17.5,0,431,0,106,0,0
1435798242,17.6,0,433,0,131,0,0
1435798302,18.8,0,462,0,134,0,0
1435798362,19.4,0,478,0,128,0,0
1435798422,20.6,0,505,0,147,0,0
1435798482,19.7,0,486,2,98,3,0
1435798542,19.4,0,476,0,127,0,0
1435798602,19.8,0,486,0,139,0,0
1435798662,21.2,0,522,0,127,0,0
1435798722,20.7,0,509,0,128,0,0
1435798782,20.4,0,501,0,128,0,0
1435798842,20.2,0,496,0,131,0,0
1435798902,20.9,0,513,0,120,0,0
1435798962,20.6,0,506,0,117,0,0
1435799022,20.6,0,506,0,127,0,0
1435799082,21.1,0,520,0,145,0,0
1435799142,21.4,0,526,0,132,0,0
1435799202,19.6,0,481,0,90,0,0
1435799262,18.6,0,458,0,110,0,0
1435799322,18.4,0,452,0,101,0,0
1435799382,17.9,0,441,0,101,0,0
1435799442,18.8,0,463,0,131,0,0
1435799502,19.3,0,474,0,121,0,0
1435799562,18.7,0,461,0,84,0,0
1435799622,17.9,0,441,0,82,0,0
1435799682,17.7,0,435,0,115,0,0
1435799742,17.8,0,438,0,100,0,0
1435799802,17.2,0,423,0,83,0,0
1435799862,17.4,0,429,0,99,0,0
1435799922,16.8,0,414,0,89,0,0
1435799982,17.7,0,435,0,109,0,0
1435800042,18.1,0,445,0,124,0,0
1435800102,18,0,443,0,109,0,0
1435800162,17.7,0,435,0,96,0,0
1435800222,17.4,0,429,0,108,0,0
1435800282,17.3,0,426,0,98,0,0
1435800342,17.2,0,422,0,94,0,0
1435800402,17,0,418,0,102,0,0
1435800462,16.2,0,398,0,83,0,0
1435800522,16.3,0,401,0,106,0,0
1435800582,17,0,417,0,130,0,0
1435800642,18,0,443,0,90,0,0
1435800702,18.6,0,458,0,125,0,0
1435800762,17,0,419,0,68,0,0
1435800822,17.3,0,426,0,125,0,0
1435800882,17.4,0,427,0,93,0,0
1435800942,17.1,0,420,0,97,0,0
1435801002,17.5,0,431,0,112,0,0
1435801062,17.8,0,438,0,112,0,0
1435801122,17.7,0,436,0,95,0,0
1435801182,17.2,0,423,0,98,0,0
1435801242,17.1,0,420,0,111,0,0
1435801302,17.3,0,426,0,98,0,0
1435801362,17.2,0,422,0,113,0,0
1435801422,17.7,0,436,0,109,0,0
1435801482,17.9,0,441,0,97,0,0
1435801542,17.7,0,436,0,97,0,0
1435801602,17.8,0,437,0,111,0,0
1435801662,18,0,443,0,96,0,0
1435801722,18.2,0,449,0,126,0,0
1435801782,18.8,0,463,0,106,0,0
1435801842,18.1,0,446,0,101,0,0
1435801902,17.7,0,435,0,85,0,0
1435801962,17.5,0,430,0,105,0,0
1435802022,17.6,0,432,0,106,0,0
1435802082,18,0,442,0,117,0,0
1435802142,17.7,0,436,0,95,0,0
1435802202,18.1,0,446,0,113,0,0
1435802262,18.2,0,449,0,109,0,0
1435802322,18.4,0,453,0,105,0,0
1435802382,18.3,0,450,0,92,0,0
1435802442,18.1,0,445,0,107,0,0
1435802502,17.9,0,441,0,100,0,0
1435802562,17.7,0,434,0,106,0,0
1435802622,18,0,442,0,99,0,0
1435802682,18.5,0,454,0,130,0,0
1435802742,20,0,492,0,126,0,0
1435802802,18.4,0,453,0,99,1,0
1435802862,18.4,0,454,0,107,0,0
1435802922,18.4,0,452,1,118,2,0
1435802982,18.1,0,445,0,89,0,0
1435803042,17.7,0,435,0,118,3,0
1435803102,19.6,0.7,481,19,155,24,0
1435803162,21.4,2.5,527,64,135,11,0
1435803222,21.9,3.8,539,95,164,42,0.4
1435803282,24.3,6,598,149,177,29,0
1435803342,24.3,6.5,598,161,166,14,0
1435803402,24.4,7.1,600,175,146,27,0
1435803462,24.2,7.4,596,182,134,12,0
1435803522,24.2,7.2,594,178,160,13,0
1435803582,23.3,6.9,572,170,138,14,0
1435803642,21.9,6.3,537,157,118,0,0
1435803702,21.9,5.6,537,139,169,11,0
1435803762,24.2,5.4,594,135,185,10,0
1435803822,24.9,5.1,612,127,154,0,0
1435803882,23.2,4.9,571,121,135,8,0
1435803942,21.2,4.6,522,115,118,0,0
1435804002,19.8,4.2,487,104,130,0,0
1435804062,19.5,3.7,479,93,140,2,0
1435804122,20.2,3.6,498,90,138,8,0
1435804182,22.8,3.6,560,90,192,4,0
1435804242,22.8,3.5,561,87,123,3,0
1435804302,22.8,3.2,560,80,171,3,0
1435804362,37.5,8.7,921,214,1420,368,0.7
1435804422,83.1,43.8,2038,1074,3027,1146,2.3
1435804482,132,89.7,3238,2201,3881,1980,4.7
1435804542,181,137,4438,3359,3864,2003,5.5
1435804602,230,180.6,5638,4428,3963,2164,5.9
1435804662,278.9,217.1,6838,5322,3992,2153,6.3
1435804722,327.8,229.5,8035,5628,3887,1903,4.8
1435804782,375.1,230.4,9195,5649,3955,1965,5.6
1435804842,412,235.3,10098,5768,3817,1929,4.4
1435804902,441.2,242.1,10814,5935,4106,2286,6.8
1435804962,474,266.6,11619,6535,4236,2389,6
1435805022,488.3,272.7,11970,6685,4077,2157,3.2
1435805082,488,259.9,11962,6372,3922,1888,6.4
1435805142,475.7,234.1,11660,5739,3726,1654,6
1435805202,459,205.7,11250,5044,3548,1343,2.4
1435805262,442.9,178.7,10857,4382,3513,1231,4.4
1435805322,432.8,159.8,10609,3917,3420,1113,2.8
1435805382,422.5,141.8,10357,3476,3357,951,3.9
1435805442,413.2,124.6,10130,3054,3261,916,1.9
1435805502,400.5,113.7,9818,2788,3128,760,0.3
1435805562,383.7,100,9405,2452,2963,683,0.7
1435805622,371.5,83.9,9108,2058,2908,489,2.3
1435805682,356.4,71.9,8737,1765,2751,498,2.3
1435805742,339.4,62.8,8320,1542,2595,408,0.3
1435805802,323.7,53.4,7935,1311,2497,296,1.5
1435805862,310.7,45,7617,1103,2382,277,0.3
1435805922,297.4,37.7,7291,927,2270,189,0.7
1435805982,285.7,31.8,7004,781,2246,179,0
1435806042,272.5,27,6680,663,2081,136,0
1435806102,258.6,23.5,6339,577,1938,92,0
1435806162,242.3,21.3,5940,523,1841,91,0
1435806222,230.6,18.5,5655,456,1787,58,0
1435806282,220.2,16.3,5399,402,1650,57,0
1435806342,210.4,14.6,5157,359,1633,41,0
1435806402,199.2,14.4,4884,354,1530,70,0
1435806462,189.4,13.6,4643,336,1428,32,0
1435806522,175.9,12.4,4313,307,1286,26,0
1435806582,164.8,11.5,4042,284,1262,31,0
1435806642,159.8,10.4,3919,256,1278,12,0.3
1435806702,154.1,9.3,3779,228,1158,18,0
1435806762,146.6,8.5,3596,209,1127,5,0
1435806822,137.9,7.6,3382,189,1018,12,0.3
1435806882,128.3,7.2,3145,178,980,9,0
1435806942,123.1,6.8,3019,167,966,11,0
1435807002,116.8,6.6,2864,162,870,13,0
1435807062,109.2,6.1,2679,151,801,4,0
1435807122,100.2,5.4,2457,135,719,3,0
1435807182,95.6,5,2345,125,758,6,0
1435807242,90.1,4.9,2209,121,634,2,0
1435807302,80.8,4.9,1982,121,599,8,0
1435807362,76.2,4.7,1870,118,585,2,0
1435807422,75.3,4.4,1848,110,614,2,0
1435807482,71.9,3.9,1764,98,526,0,0
1435807542,66.7,3.5,1637,87,503,1,0
1435807602,62.8,3.1,1540,77,470,0,0
1435807662,59.2,2.7,1453,66,409,0,0
1435807722,54.1,2.2,1327,54,425,0,0
1435807782,54.5,1.7,1337,42,422,0,0
1435807842,49.7,1.2,1220,31,324,0,0
1435807902,47.8,0.9,1174,23,398,1,0
1435807962,48.5,0.4,1191,12,382,0,0
1435808022,47.2,0,1158,1,364,0,0
1435808082,45,0,1106,0,345,0,0
1435808142,41.2,0.1,1011,3,273,4,0
1435808202,38.2,0,938,0,274,1,0
1435808262,36.9,0,907,0,292,0,0
1435808322,35.3,0,866,0,252,1,0
1435808382,34,0,836,0,226,0,0
1435808442,31.1,0,763,0,211,0,0
1435808502,31.3,0,768,1,239,2,0
1435808562,31.2,0,766,0,237,0,0
1435808622,31.5,0,772,0,214,0,0
1435808682,29.9,0,735,0,237,0,0
1435808742,31.6,0,777,0,226,0,0
1435808802,29.7,0,730,0,194,0,0
1435808862,29.1,0,716,0,231,2,0
1435808922,28.8,0,707,0,203,0,0
1435808982,27.3,0,670,0,172,0,0
1435809042,25.5,0,627,0,200,0,0
1435809102,26.5,0,650,0,174,0,0
1435809162,26.5,0,651,0,191,0,0
1435809222,25.8,0,634,0,152,0,0
1435809282,25.9,0,637,0,179,0,0
1435809342,26.1,0,640,0,183,0,0
1435809402,24.3,0,596,0,135,0,0
1435809462,22.7,0,557,0,153,0,0
1435809522,20.7,0,509,0,124,0,0
1435809582,24,0,590,2,238,3,0
1435809642,26.3,0,647,0,202,0,0
1435809702,25.8,0,635,0,157,0,0
